INCIDENT_NUMBER,UCR_CATEGORY,TYPE_OF_FIREARM,FIREARM_MANUFACTURER,FIREARM_MODEL,FIREARM_CALIBER,RECOVERY_DATE,RECOVERY_BLOCK_ADDRESS,CITY,state,RECOVERY_ZIPCODE,PERSON_RECOVERED_FROM_RACE,PERSON_RECOVERED_FROM_SEX,PERSON_RECOVERED_FROM_AGE,year,ObjectId
80-13-032439,WPNS LAW VIOLATION,"SHOTGUN, PUMP ACTION                                   ",                                                       ,               ,12GA ,5/7/2013,600 BLOCK S 35TH ST                                         ,LOUISVILLE          ,KY,40211,BLACK,M,20,2013,9070
80-13-032591,ROBBERY,NULL,SIG-SAUER                                              ,PISTOL: 226 SER,     ,5/7/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,19,2013,9071
80-13-030453,THEFT OTHER,"SHOTGUN, SINGLE-SHOT                                   ",STEVENS/J. STEVENS ARMS CO.                            ,               ,28GA ,5/7/2013,6600 BLOCK OUTER LOOP                                       ,LOUISVILLE          ,KY,40228,BLACK,M,29,2013,9072
80-13-032279,BURGLARY,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,SPEED SIX      ,9MM  ,5/6/2013,3000 BLOCK GRAND AVE                                        ,LOUISVILLE          ,KY,40211,BLACK,M,21,2013,9073
80-13-032143,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,               ,380C ,5/6/2013,PENDING LOCATION,                    ,  ,0,WHITE,M,29,2013,9074
80-13-032005,AGGRAVATED ASSAULT,"PISTOL, REVOLVER                                       ",COBRA ENTERPRISES INC                                  ,               ,38C  ,5/5/2013,S 8TH ST / W LIBERTY ST                                     ,LOUISVILLE          ,KY,40203,BLACK,M,16,2013,9075
80-13-031839,WPNS LAW VIOLATION,"PISTOL, DERRINGER                                      ",COBRA ENTERPRISES INC                                  ,               ,32C  ,5/5/2013,W BROADWAY / LOUIS COLEMAN JR DR                            ,LOUISVILLE          ,KY,40211,BLACK,M,32,2013,9076
80-13-031494,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","SPRINGFIELD ARMORY,GENESEO,IL                          ",PISTOL: MODEL X,9MM  ,5/4/2013,2700 BLOCK GARLAND AVE                                      ,LOUISVILLE          ,KY,40211,BLACK,M,30,2013,9077
80-13-031528,AGGRAVATED ASSAULT,"RIFLE, SEMI-AUTOMATIC                                  ",                                                       ,               ,22C  ,5/4/2013,600 BLOCK LINDELL AVE                                       ,LOUISVILLE          ,KY,40211,UNKNOWN,U,NULL,2013,9078
80-13-031528,AGGRAVATED ASSAULT,"RIFLE, SEMI-AUTOMATIC                                  ",                                                       ,               ,22C  ,5/4/2013,600 BLOCK LINDELL AVE                                       ,LOUISVILLE          ,KY,40211,UNKNOWN,U,NULL,2013,9079
80-13-031523,AGGRAVATED ASSAULT,"PISTOL, REVOLVER                                       ",LIBERTY ARMS WORKS                                     ,LIBERTY MODELS ,22C  ,5/4/2013,N 23RD ST / NORTHWESTERN PKY                                ,LOUISVILLE          ,KY,40212,BLACK,M,18,2013,9080
80-13-031523,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",BRYCO ARMS                                             ,J22            ,22C  ,5/4/2013,N 23RD ST / NORTHWESTERN PKY                                ,LOUISVILLE          ,KY,40212,BLACK,M,18,2013,9081
80-13-031464,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,HANDGUNS: P SER,40C  ,5/4/2013,S 26TH ST / W CHESTNUT ST                                   ,LOUISVILLE          ,KY,40211,BLACK,M,29,2013,9082
80-13-031720,WPNS LAW VIOLATION,NULL,RUGER                                                  ,               ,     ,5/4/2013,S 4TH ST / W BROADWAY                                       ,LOUISVILLE          ,KY,40202,BLACK,M,22,2013,9083
80-13-031054,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,JH-45          ,45C  ,5/2/2013,1300 BLOCK WELLER AVE                                       ,LOUISVILLE          ,KY,40208,WHITE,M,22,2013,9084
80-13-031054,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,JH-45          ,45C  ,5/2/2013,1300 BLOCK WELLER AVE                                       ,LOUISVILLE          ,KY,40208,WHITE,M,22,2013,9085
80-13-030906,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,P89            ,9MM  ,5/2/2013,S 29TH ST / DIVINITY LN                                     ,LOUISVILLE          ,KY,40211,BLACK,M,21,2013,9086
80-13-030827,WPNS LAW VIOLATION,"SHOTGUN, PUMP ACTION                                   ",                                                       ,               ,12GA ,5/1/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2013,9087
80-13-030631,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,25C  ,5/1/2013,9200 BLOCK PENSIVE LN                                       ,LOUISVILLE          ,KY,40272,WHITE,M,35,2013,9088
80-13-030631,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,25C  ,5/1/2013,9200 BLOCK PENSIVE LN                                       ,LOUISVILLE          ,KY,40272,WHITE,M,35,2013,9089
80-13-030641,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,CF-380         ,380C ,5/1/2013,S 26TH ST / W BROADWAY                                      ,LOUISVILLE          ,KY,40211,BLACK,M,18,2013,9090
80-13-030617,WPNS LAW VIOLATION,"PISTOL, DERRINGER                                      ",DAVIS INDUSTRIES                                       ,D SERIES       ,22C  ,4/30/2013,400 BLOCK E MUHAMMAD ALI BLVD                               ,LOUISVILLE          ,KY,40202,WHITE,M,28,2013,9091
80-13-030557,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNAT                                        ,MODEL PT140    ,40C  ,4/30/2013,4600 BLOCK PLANE TREE DR                                    ,LOUISVILLE          ,KY,40219,NULL,NULL,NULL,2013,9092
80-13-030557,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNAT                                        ,MODEL PT140    ,40C  ,4/30/2013,4600 BLOCK PLANE TREE DR                                    ,LOUISVILLE          ,KY,40219,NULL,NULL,NULL,2013,9093
80-13-030619,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",                                                       ,               ,22C  ,4/30/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,19,2013,9094
80-13-030405,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,762M ,4/30/2013,7700 BLOCK ROCHELLE RD                                      ,LOUISVILLE          ,KY,40228,BLACK,M,18,2013,9095
80-13-030063,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",ASTRA UNCETA Y CIA                                     ,               ,22C  ,4/29/2013,4300 BLOCK CANE RUN RD                                      ,LOUISVILLE          ,KY,40216,BLACK,M,21,2013,9096
80-13-030063,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",ASTRA UNCETA Y CIA                                     ,               ,22C  ,4/29/2013,4300 BLOCK CANE RUN RD                                      ,LOUISVILLE          ,KY,40216,BLACK,M,21,2013,9097
80-13-029612,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",RG INDUSTRIES                                          ,RG 26          ,25C  ,4/28/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,18,2013,9098
80-13-028902,SIMPLE ASSAULT,"PISTOL, REVOLVER                                       ",                                                       ,               ,22C  ,4/24/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2013,9099
80-13-028701,ROBBERY,"PISTOL, SEMI-AUTOMATIC                                 ",CZECHOSLOVAKIA                                         ,CZECHOSLOVAKIA ,9MM  ,4/24/2013,AUDUBON PKY / PRESTON HWY                                   ,LOUISVILLE          ,KY,40213,BLACK,M,26,2013,9100
80-13-028656,AGGRAVATED ASSAULT,"PISTOL, REVOLVER                                       ",SMITH & WESSON                                         ,               ,38C  ,4/23/2013,400 BLOCK E KENTUCKY ST                                     ,LOUISVILLE          ,KY,40203,BLACK,F,28,2013,9101
80-13-028652,STOLEN PROPERTY,"PISTOL, REVOLVER                                       ",FIE                                                    ,TITAN MANUFACTU,38C  ,4/23/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2013,9102
80-13-028652,STOLEN PROPERTY,"PISTOL, REVOLVER                                       ",RUGER                                                  ,BLACKHAWK      ,357C ,4/23/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2013,9103
80-13-028652,STOLEN PROPERTY,"PISTOL, REVOLVER                                       ",RUGER                                                  ,BLACKHAWK      ,     ,4/23/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2013,9104
80-13-028652,STOLEN PROPERTY,"PISTOL, REVOLVER                                       ",ROSSI - AMADEO                                         ,               ,38C  ,4/23/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2013,9105
80-13-028652,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC                                 ",JIMENEZ ARMS                                           ,               ,380C ,4/23/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2013,9106
80-13-028652,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC                                 ",EAGLE ARMS                                             ,WITNESS        ,9MM  ,4/23/2013,700 BLOCK BARONESS AVE                                      ,LOUISVILLE          ,KY,40203,ASIAN,M,19,2013,9107
80-11-043207,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",ROSSI - AMADEO                                         ,               ,38C  ,4/22/2013,1200 BLOCK GLENGARRY DR                                     ,LOUISVILLE,KY,40219,BLACK,M,47,2013,9108
80-13-028305,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,               ,9MM  ,4/22/2013,2500 BLOCK RIVER BEND DR                                    ,LOUISVILLE          ,KY,40206,BLACK,M,42,2013,9109
80-13-028305,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,               ,9MM  ,4/22/2013,2500 BLOCK RIVER BEND DR                                    ,LOUISVILLE          ,KY,40206,BLACK,M,42,2013,9110
80-13-028264,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",RG INDUSTRIES                                          ,RG (WITH NUMBER,22C  ,4/22/2013,3000 BLOCK HALE AVE                                         ,LOUISVILLE          ,KY,40211,BLACK,M,18,2013,9111
80-13-027935,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,               ,9MM  ,4/21/2013,8000 BLOCK DIXIE HWY                                        ,LOUISVILLE          ,KY,40258,BLACK,M,26,2013,9112
80-13-027664,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,               ,9MM  ,4/20/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,21,2013,9113
80-13-027859,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",LORCIN ENGINEER                                        ,L-25           ,25C  ,4/20/2013,S PRESTON ST / E ST CATHERINE ST                            ,LOUISVILLE          ,KY,40203,BLACK,F,43,2013,9114
80-13-027463,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",TITAN MFG. CORP.                                       ,               ,25C  ,4/19/2013,3100 BLOCK DALE ANN DR                                      ,LOUISVILLE          ,KY,40220,WHITE,M,59,2013,9115
80-13-027463,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",TITAN MFG. CORP.                                       ,               ,25C  ,4/19/2013,3100 BLOCK DALE ANN DR                                      ,LOUISVILLE          ,KY,40220,WHITE,M,59,2013,9116
80-13-027463,NARCOTICS,"SHOTGUN, PUMP ACTION                                   ",                                                       ,               ,12GA ,4/19/2013,3100 BLOCK DALE ANN DR                                      ,LOUISVILLE          ,KY,40220,WHITE,M,59,2013,9117
80-13-027463,NARCOTICS,"SHOTGUN, PUMP ACTION                                   ",                                                       ,               ,12GA ,4/19/2013,3100 BLOCK DALE ANN DR                                      ,LOUISVILLE          ,KY,40220,WHITE,M,59,2013,9118
80-13-027342,ROBBERY,"SHOTGUN, PUMP ACTION                                   ",                                                       ,               ,12GA ,4/19/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,0,NULL,NULL,NULL,2013,9119
80-13-027342,ROBBERY,"SHOTGUN, PUMP ACTION                                   ",                                                       ,               ,12GA ,4/19/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,0,NULL,NULL,NULL,2013,9120
80-13-027342,ROBBERY,"SHOTGUN, PUMP ACTION                                   ",                                                       ,               ,12GA ,4/19/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,0,NULL,NULL,NULL,2013,9121
80-13-027361,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,               ,9MM  ,4/19/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,WHITE,M,21,2013,9122
80-13-027377,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SPRINGFIELD ARM                                        ,PISTOL: MODEL X,9MM  ,4/19/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,18,2013,9123
80-13-027368,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC                                 ",FEMARU                                                 ,MODEL PA       ,9MM  ,4/18/2013,600 BLOCK E BURNETT AVE                                     ,LOUISVILLE          ,KY,40217,WHITE,M,34,2013,9124
80-13-027368,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,MODEL PT140    ,40C  ,4/18/2013,600 BLOCK E BURNETT AVE                                     ,LOUISVILLE          ,KY,40217,WHITE,M,34,2013,9125
80-13-027056,ROBBERY,"PISTOL, REVOLVER                                       ",PRECISION                                              ,               ,22C  ,4/18/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,19,2013,9126
80-13-027051,WPNS LAW VIOLATION,NULL,"KELTEC, CNC INDUSTRIES, INC                            ",PF-9           ,     ,4/17/2013,S 20TH ST / MAGAZINE ST                                     ,LOUISVILLE          ,KY,40203,BLACK,M,17,2013,9127
80-13-026725,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 22/22C (4,40C  ,4/16/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2013,9128
80-13-026718,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",RUGER                                                  ,SECURITY SIX   ,357C ,4/16/2013,S 3RD ST / W BRECKINRIDGE ST                                ,LOUISVILLE          ,KY,40203,BLACK,M,18,2013,9129
80-13-026240,AGGRAVATED ASSAULT,NULL,                                                       ,               ,     ,4/15/2013,2200 BLOCK 7TH STREET RD                                    ,LOUISVILLE          ,KY,40208,BLACK,F,32,2013,9130
80-13-026142,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",DAVIS INDUSTRIES                                       ,P-380          ,380C ,4/15/2013,3500 BLOCK FLEETWOOD DR                                     ,WATTERSON_PARK      ,KY,40218,WHITE,M,48,2013,9131
80-13-026304,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,               ,9MM  ,4/15/2013,I 264 RAMP / I 71 RAMP                                      ,LOUISVILLE          ,KY,40241,BLACK,F,30,2013,9132
80-13-026055,ALL OTHER OFFENSES,"SHOTGUN, DOUBLE BARREL                                 ",SAVAGE ARMS INC                                        ,311A           ,12GA ,4/14/2013,10200 BLOCK BEAU BRUMMELL DR                                ,LOUISVILLE          ,KY,40118,NULL, ,NULL,2013,9133
80-13-045271,NARCOTICS,"RIFLE, SEMI-AUTOMATIC                                  ",ROMARM/CUGIR                                           ,               ,556M ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9134
80-13-041947,NARCOTICS,"PISTOL, REVOLVER                                       ",TITAN MFG. CORP                                        ,               ,32C  ,6/8/2013,600 BLOCK S 44TH ST                                         ,LOUISVILLE          ,KY,40211,BLACK,M,32,2013,9135
80-13-041947,NARCOTICS,"PISTOL, REVOLVER                                       ",                                                       ,               ,32C  ,6/8/2013,600 BLOCK S 44TH ST                                         ,LOUISVILLE          ,KY,40211,BLACK,M,32,2013,9136
80-13-042000,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,380C ,6/8/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,18,2013,9137
80-13-042000,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",BERETTA (P. OR                                         ,               ,25C  ,6/8/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,18,2013,9138
80-13-042020,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",TANFOGLIO GIUSEPPE                                     ,ARMI GUISEPPE T,25C  ,6/8/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2013,9139
80-13-041641,BURGLARY,"PISTOL, SEMI-AUTOMATIC                                 ","SPRINGFIELD ARMORY,GENESEO,IL                          ",SPRINGFIELD ARM,40C  ,6/7/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2013,9140
80-13-041591,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ","IVER JOHNSON ARMS INC., HARDWICK, VT                   ",MOD 1900       ,22C  ,6/7/2013,CANE RUN RD / CRUMS LN                                      ,LOUISVILLE          ,KY,40216,WHITE,M,33,2013,9141
80-13-041591,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ","IVER JOHNSON ARMS INC., HARDWICK, VT                   ",MOD 1900       ,22C  ,6/7/2013,CANE RUN RD / CRUMS LN                                      ,LOUISVILLE          ,KY,40216,WHITE,M,33,2013,9142
80-13-041223,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",TAURUS INTERNATIONAL                                   ,TAURUS INTERNAT,357C ,6/5/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2013,9143
80-13-041099,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",DAVIS INDUSTRIES                                       ,               ,380C ,6/5/2013,6500 BLOCK GLO JEAN WAY                                     ,LOUISVILLE          ,KY,40258,HISPANIC,M,24,2013,9144
80-13-041206,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",RAVEN ARMS                                             ,MP-25          ,25C  ,6/5/2013,S 28TH ST / GARLAND AVE                                     ,LOUISVILLE          ,KY,40211,BLACK,M,19,2013,9145
80-13-040936,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,HANDGUNS: LCP S,9MM  ,6/4/2013,5300 BLOCK RED FERN RD                                      ,LOUISVILLE          ,KY,40218,BLACK,M,NULL,2013,9146
80-13-040936,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,HANDGUNS: LCP S,9MM  ,6/4/2013,5300 BLOCK RED FERN RD                                      ,LOUISVILLE          ,KY,40218,BLACK,M,NULL,2013,9147
80-13-040481,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",LORCIN ENGINEER                                        ,L26            ,25C  ,6/3/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,WHITE,M,24,2013,9148
80-13-040362,AGGRAVATED ASSAULT,"PISTOL, REVOLVER                                       ",TAURUS INTERNATIONAL                                   ,MODEL 17       ,22C  ,6/3/2013,7200 BLOCK ALAMETER CT                                      ,LOUISVILLE          ,KY,40258,WHITE,F,42,2013,9149
80-13-040314,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",ROHM                                                   ,RG40           ,38C  ,6/3/2013,S 32ND ST / GREENWOOD AVE                                   ,LOUISVILLE          ,KY,40211,BLACK,M,20,2013,9150
80-13-040334,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,HANDGUNS: P SER,9MM  ,6/3/2013,W KENTUCKY ST                                               ,LOUISVILLE          ,KY,40211,BLACK,M,23,2013,9151
80-13-040086,ALL OTHER OFFENSES,"SHOTGUN, SINGLE-SHOT                                   ",HARRINGTON & RICHARDSON                                ,BAY STATE      ,12GA ,6/2/2013,3200 BLOCK STEGNER AVE                                      ,LOUISVILLE          ,KY,40216,BLACK,M,38,2013,9152
80-13-040206,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",LORCIN ENGINEER                                        ,               ,380C ,6/2/2013,4400 BLOCK CHURCHMAN AVE                                    ,LOUISVILLE          ,KY,40215,BLACK,M,18,2013,9153
80-13-040107,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",HARRINGTON & RICHARDSON                                ,732,32C  ,6/2/2013,E MARKET ST / S PRESTON ST                                  ,LOUISVILLE          ,KY,40202,BLACK,M,22,2013,9154
80-13-039833,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,SW40VE         ,40C  ,6/1/2013,1700 BLOCK S WHEATMORE DR                                   ,LOUISVILLE          ,KY,40215,BLACK,M,20,2013,9155
80-13-039806,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",MASTERPIECE ARMS                                       ,TEC-9          ,9MM  ,6/1/2013,6500 BLOCK SIGNATURE DR                                     ,LOUISVILLE          ,KY,40213,BLACK,M,36,2013,9156
80-13-039843,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",COBRA ENTERPRISES INC                                  ,               ,380C ,6/1/2013,CANE RUN RD / LEES LN                                       ,LOUISVILLE          ,KY,40216,BLACK,F,34,2013,9157
80-13-039741,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,CF-380         ,380C ,6/1/2013,N 33RD ST / NORTHWESTERN PKY                                ,LOUISVILLE          ,KY,40212,WHITE,M,50,2013,9158
80-13-039457,INTIMIDATION,"PISTOL, SEMI-AUTOMATIC                                 ",TISAS TRABZON SILAH SANAYI                             ,ZIGANA K       ,9MM  ,5/31/2013,4700 BLOCK OAKLAWN LN                                       ,LOUISVILLE          ,KY,40219,BLACK,M,41,2013,9159
80-13-039479,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",                                                       ,               ,32C  ,5/31/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,50,2013,9160
80-13-039479,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",                                                       ,               ,32C  ,5/31/2013,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,50,2013,9161
80-13-039458,ROBBERY,"PISTOL, SEMI-AUTOMATIC                                 ","SPRINGFIELD ARMORY,GENESEO,IL                          ",PISTOL: MODEL X,9MM  ,5/31/2013,6800 BLOCK BARBROOK RD                                      ,LOUISVILLE          ,KY,40258,BLACK,M,NULL,2013,9162
80-13-039458,ROBBERY,"PISTOL, SEMI-AUTOMATIC                                 ","SPRINGFIELD ARMORY,GENESEO,IL                          ",PISTOL: MODEL X,9MM  ,5/31/2013,6800 BLOCK BARBROOK RD                                      ,LOUISVILLE          ,KY,40258,BLACK,M,NULL,2013,9163
80-13-039458,ROBBERY,"PISTOL, SEMI-AUTOMATIC                                 ","SPRINGFIELD ARMORY,GENESEO,IL                          ",PISTOL: MODEL X,9MM  ,5/31/2013,6800 BLOCK BARBROOK RD                                      ,LOUISVILLE          ,KY,40258,BLACK,M,NULL,2013,9164
80-13-045271,NARCOTICS,"SHOTGUN, SEMIAUTOMATIC                                 ","ITHACA GUNS USA, LLC                                   ",               ,20GA ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9165
80-13-045271,NARCOTICS,"SHOTGUN, SEMIAUTOMATIC                                 ","ITHACA GUNS USA, LLC                                   ",               ,20GA ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9166
80-13-045271,NARCOTICS,"SHOTGUN, SEMIAUTOMATIC                                 ","ITHACA GUNS USA, LLC                                   ",               ,20GA ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9167
80-13-045271,NARCOTICS,"SHOTGUN, SEMIAUTOMATIC                                 ","ITHACA GUNS USA, LLC                                   ",               ,20GA ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9168
80-13-045271,NARCOTICS,"SHOTGUN, SINGLE-SHOT                                   ",O. F. MOSSBERG & SONS                                  ,               ,410G ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9169
80-13-045271,NARCOTICS,"SHOTGUN, SINGLE-SHOT                                   ",O. F. MOSSBERG & SONS                                  ,               ,410G ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9170
80-13-045271,NARCOTICS,"SHOTGUN, SINGLE-SHOT                                   ",O. F. MOSSBERG & SONS                                  ,               ,410G ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9171
80-13-045271,NARCOTICS,"SHOTGUN, SINGLE-SHOT                                   ",O. F. MOSSBERG & SONS                                  ,               ,410G ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9172
80-13-045271,NARCOTICS,"RIFLE, LEVER ACTION                                    ",MARLIN FIREARMS CO.                                    ,               ,308C ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9173
80-13-045271,NARCOTICS,"RIFLE, LEVER ACTION                                    ",MARLIN FIREARMS CO.                                    ,               ,308C ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9174
80-13-045271,NARCOTICS,"RIFLE, LEVER ACTION                                    ",MARLIN FIREARMS CO.                                    ,               ,308C ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9175
80-13-045271,NARCOTICS,"RIFLE, LEVER ACTION                                    ",MARLIN FIREARMS CO.                                    ,               ,308C ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9176
80-13-045271,NARCOTICS,NULL,RUGER                                                  ,               ,     ,6/20/2013,3700 BLOCK KLONDIKE LN                                      ,LOUISVILLE          ,KY,40218,WHITE,M,58,2013,9177
