INCIDENT_NUMBER,UCR_CATEGORY,TYPE_OF_FIREARM,FIREARM_MANUFACTURER,FIREARM_MODEL,FIREARM_CALIBER,RECOVERY_DATE,RECOVERY_BLOCK_ADDRESS,CITY,state,RECOVERY_ZIPCODE,PERSON_RECOVERED_FROM_RACE,PERSON_RECOVERED_FROM_SEX,PERSON_RECOVERED_FROM_AGE,year,ObjectId
80-17-008497,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",GLOCK W/ DIFFEN,380C ,1/30/2017,2700 BLOCK S 6TH ST                                         ,LOUISVILLE          ,KY,40208,BLACK,M,26,2017,112
80-17-006522,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,NA,113
80-17-006880,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,               ,40C  ,1/23/2017,S 13TH ST / W HILL ST                                       ,LOUISVILLE          ,KY,40210,BLACK,M,32,2017,114
80-17-012608,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,               ,9MM  ,2/14/2017,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,30,2017,115
80-17-009975,STOLEN PROPERTY,NULL,SMITH & WESSON                                         ,PISTOLS: M&P   ,     ,2/3/2017,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,31,2017,116
80-17-008497,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",GLOCK W/ DIFFEN,380C ,1/30/2017,2700 BLOCK S 6TH ST                                         ,LOUISVILLE          ,KY,40208,BLACK,M,26,2017,117
80-17-005736,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,9MM  ,1/19/2017,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,WHITE,M,51,2017,118
80-17-006938,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40206,NULL,NULL,NULL,NA,119
80-17-006039,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",               ,40C  ,1/22/2017,5500 BLOCK EELGRASS CT                                      ,LOUISVILLE          ,KY,40258,BLACK,M,24,2017,120
80-17-012997,WPNS LAW VIOLATION,NULL,                                                       ,               ,22C  ,2/14/2017,700 BLOCK ROSELANE ST                                       ,LOUISVILLE          ,KY,40203,BLACK,M,19,2017,121
80-17-007236,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","SPRINGFIELD ARMORY,GENESEO,IL                          ",XDM-40         ,40C  ,1/25/2017,2200 BLOCK DEERCROSS DR                                     ,HURSTBOURNE_ACRES   ,KY,40220,WHITE,M,27,2017,122
80-17-008744,HOMICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,NA,123
80-17-009699,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","SPRINGFIELD ARMORY,GENESEO,IL                          ",               ,40C  ,2/3/2017,6600 BLOCK STANA DR                                         ,LOUISVILLE          ,KY,40258,BLACK,M,41,2017,124
80-17-009944,HOMICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,NA,125
80-17-007236,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","SPRINGFIELD ARMORY,GENESEO,IL                          ",XDM-40         ,40C  ,1/25/2017,2200 BLOCK DEERCROSS DR                                     ,HURSTBOURNE_ACRES   ,KY,40220,WHITE,M,27,2017,126
80-17-008795,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 26 (9MM) ,9MM  ,1/30/2017,3600 BLOCK BLK VERMONT AVE                                  ,LOUISVILLE          ,KY,0,BLACK,M,20,2017,127
80-17-005544,NARCOTICS,"PISTOL, REVOLVER                                       ",CHARTER ARMS CORP.                                     ,               ,38C  ,1/19/2017,I264E AT VIRGINIA AVE                                       ,LOUISVILLE          ,KY,40211,BLACK,F,27,2017,128
80-17-006416,WPNS LAW VIOLATION,NULL,COLT                                                   ,               ,     ,1/22/2017,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,25,2017,129
80-17-012855,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,               ,380C ,2/14/2017,FERN VALLEY RD / HANSES DR                                  ,LOUISVILLE          ,KY,40219,BLACK,M,27,2017,130
80-17-009699,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","FNH USA, LLC                                           ",               ,57,2/3/2017,6600 BLOCK STANA DR                                         ,LOUISVILLE          ,KY,40258,BLACK,M,41,2017,131
80-17-008795,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,9MM  ,1/30/2017,3600 BLOCK BLK VERMONT AVE                                  ,LOUISVILLE          ,KY,0,BLACK,M,20,2017,132
80-17-009944,HOMICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,NA,133
80-17-006416,WPNS LAW VIOLATION,NULL,COLT                                                   ,               ,     ,1/22/2017,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,25,2017,134
80-17-012585,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",COLT                                                   ,               ,22C  ,2/14/2017,S 22ND ST / W BROADWAY                                      ,LOUISVILLE          ,KY,40211,BLACK,M,30,2017,135
80-17-009725,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","SPRINGFIELD ARMORY,GENESEO,IL                          ",PISTOL: MODEL X,45C  ,2/3/2017,DR W J HODGE ST / W KENTUCKY ST                             ,LOUISVILLE          ,KY,40210,WHITE,M,21,2017,136
80-17-008698,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC                                 ",LLAMA (GABILONDO & CIA)                                ,ESPECIAL       ,     ,1/30/2017,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,WHITE,M,45,2017,137
80-17-009944,HOMICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,NA,138
80-17-010334,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40258,NULL,NULL,NULL,NA,139
80-17-010650,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40272,NULL,NULL,NULL,NA,140
80-17-012897,HOMICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,NA,141
80-17-012897,HOMICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40215,NULL,NULL,NULL,NA,142
80-17-014321,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40241,NULL,NULL,NULL,NA,143
80-17-014321,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40241,NULL,NULL,NULL,NA,144
80-17-014494,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40272,NULL,NULL,NULL,NA,145
80-17-015302,SUICIDE,NULL,NULL,NULL,NULL,NULL,NULL,LOUISVILLE          ,KY,40210,NULL,NULL,NULL,NA,146
80-16-091552,BURGLARY,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNATIONAL                                   ,MODEL PT99     ,9MM  ,2/22/2017,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,WHITE,F,41,2017,147
80-17-015225,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,               ,9MM  ,2/22/2017,DIXIE HWY AT I265                                           ,LOUISVILLE          ,KY,40272,WHITE,M,19,2017,148
80-17-014942,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",COBRA ENTERPRISES INC                                  ,CA SERIES      ,380C ,2/21/2017,4200 BLOCK S 2ND ST                                         ,LOUISVILLE          ,KY,40214,BLACK,F,19,2017,149
80-17-015000,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",               ,45C  ,2/21/2017,4500 BLOCK S 6TH ST                                         ,LOUISVILLE          ,KY,40214,WHITE,M,32,2017,150
80-17-014921,WPNS LAW VIOLATION,NULL,"GLOCK, INC.                                            ",MODEL 31/31C (3,     ,2/21/2017,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,24,2017,151
80-17-014610,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",JIMENEZ ARMS                                           ,SEE BRYCO      ,380C ,2/20/2017,2500 BLOCK ALANMEDE RD                                      ,LOUISVILLE          ,KY,40205,WHITE,M,16,2017,152
80-17-014580,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,JH-45          ,4570,2/19/2017,3700 BLOCK OBOE DR                                          ,LOUISVILLE          ,KY,40216,BLACK,M,23,2017,153
80-17-014412,WPNS LAW VIOLATION,"RIFLE, SEMI-AUTOMATIC                                  ","ROCK ISLAND ARMORY INC. (GENESEO, IL)                  ",               ,22C  ,2/19/2017,5200 BLOCK SHEPHERDSVILLE RD                                ,LOUISVILLE          ,KY,40228,BLACK,M,28,2017,154
80-17-014045,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",BERETTA (INDUSTRIA S.A.)                               ,PX4 STORM      ,45C  ,2/17/2017,1500 BLOCK FRANKFORT AVE                                    ,LOUISVILLE          ,KY,40206,NULL,NULL,NULL,2017,155
80-17-013774,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",COBRA ENTERPRISES INC                                  ,CA SERIES      ,380C ,2/17/2017,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,WHITE,M,49,2017,156
80-17-013774,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",COBRA ENTERPRISES INC                                  ,CA SERIES      ,380C ,2/17/2017,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,WHITE,M,49,2017,157
80-17-005544,NARCOTICS,"PISTOL, REVOLVER                                       ",CHARTER ARMS CORP.                                     ,               ,38C  ,1/19/2017,I264E AT VIRGINIA AVE                                       ,LOUISVILLE          ,KY,40211,BLACK,F,27,2017,158
80-17-007236,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","SPRINGFIELD ARMORY,GENESEO,IL                          ",XDM-40         ,40C  ,1/25/2017,2200 BLOCK DEERCROSS DR                                     ,HURSTBOURNE_ACRES   ,KY,40220,WHITE,M,27,2017,159
80-17-013773,WPNS LAW VIOLATION,"RIFLE, SEMI-AUTOMATIC                                  ",O. F. MOSSBERG & SONS                                  ,BLAZE 47       ,22C  ,2/17/2017,7TH STREET RD / WATHEN LN                                   ,SHIVELY             ,KY,40215,BLACK,M,19,2017,160
80-17-013773,WPNS LAW VIOLATION,"RIFLE, SEMI-AUTOMATIC                                  ",O. F. MOSSBERG & SONS                                  ,BLAZE 47       ,22C  ,2/17/2017,7TH STREET RD / WATHEN LN                                   ,SHIVELY             ,KY,40215,BLACK,M,19,2017,161
80-17-013773,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","KELTEC, CNC INDUSTRIES, INC                            ",P-3AT          ,380C ,2/17/2017,7TH STREET RD / WATHEN LN                                   ,SHIVELY             ,KY,40215,BLACK,M,19,2017,162
80-17-013773,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","KELTEC, CNC INDUSTRIES, INC                            ",P-3AT          ,380C ,2/17/2017,7TH STREET RD / WATHEN LN                                   ,SHIVELY             ,KY,40215,BLACK,M,19,2017,163
80-17-013756,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,PISTOLS: M&P   ,9MM  ,2/17/2017,CONSTANCE DR                                                ,LOUISVILLE          ,KY,40272,WHITE,M,19,2017,164
80-17-013485,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,HANDGUNS: P SER,45C  ,2/16/2017,100 BLOCK W OAK ST                                          ,LOUISVILLE          ,KY,40203,BLACK,M,33,2017,165
80-17-013601,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,               ,22C  ,2/16/2017,1300 BLOCK S 7TH ST                                         ,LOUISVILLE          ,KY,40203,BLACK,M,23,2017,166
80-17-013601,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,               ,22C  ,2/16/2017,1300 BLOCK S 7TH ST                                         ,LOUISVILLE          ,KY,40203,BLACK,M,23,2017,167
80-17-013601,NARCOTICS,"RIFLE, SEMI-AUTOMATIC                                  ",AMERICAN TACTICAL IMPORTS (ATI)                        ,               ,223C ,2/16/2017,1300 BLOCK S 7TH ST                                         ,LOUISVILLE          ,KY,40203,BLACK,M,23,2017,168
80-17-013601,NARCOTICS,"RIFLE, SEMI-AUTOMATIC                                  ",AMERICAN TACTICAL IMPORTS (ATI)                        ,               ,223C ,2/16/2017,1300 BLOCK S 7TH ST                                         ,LOUISVILLE          ,KY,40203,BLACK,M,23,2017,169
80-17-013601,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","KELTEC, CNC INDUSTRIES, INC                            ",               ,9MM  ,2/16/2017,1300 BLOCK S 7TH ST                                         ,LOUISVILLE          ,KY,40203,BLACK,M,23,2017,170
80-17-013601,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ","KELTEC, CNC INDUSTRIES, INC                            ",               ,9MM  ,2/16/2017,1300 BLOCK S 7TH ST                                         ,LOUISVILLE          ,KY,40203,BLACK,M,23,2017,171
80-17-013472,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,HANDGUNS: P SER,45C  ,2/16/2017,2200 BLOCK W MARKET ST                                      ,LOUISVILLE          ,KY,40212,BLACK,M,39,2017,172
80-17-013445,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,BODYGUARD      ,380C ,2/16/2017,3100 BLOCK LAKEHEATH DR                                     ,LOUISVILLE          ,KY,40213,BLACK,M,38,2017,173
80-17-013445,WPNS LAW VIOLATION,"SHOTGUN, PUMP ACTION                                   ",O. F. MOSSBERG & SONS                                  ,               ,12GA ,2/16/2017,3100 BLOCK LAKEHEATH DR                                     ,LOUISVILLE          ,KY,40213,BLACK,M,38,2017,174
80-17-013445,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",HIGH STANDARD MANUFACTURING COMPANY (HOUSTON)          ,               ,22C  ,2/16/2017,3100 BLOCK LAKEHEATH DR                                     ,LOUISVILLE          ,KY,40213,BLACK,M,38,2017,175
80-17-013463,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,TP9            ,9MM  ,2/16/2017,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,0,NULL,NULL,NULL,2017,176
