rfr_id,INCIDENT_NUMBER,UCR_CATEGORY
6059,80-15-055053,Stolen Property
6060,80-17-008497,Wpns Law Violation
6061,80-15-055053,Stolen Property
6062,80-14-026428,Wpns Law Violation
6063,80-16-008391,Aggravated Assault
6064,80-16-012548,Wpns Law Violation
6065,80-15-094569,Intimidation
6066,80-17-010862,Aggravated Assault
6067,80-15-009057,Narcotics
6068,80-16-110946,Wpns Law Violation
6069,80-15-009057,Narcotics
6070,80-12-022247,Wpns Law Violation
6071,80-16-068592,Narcotics
6072,80-11-037620,Wpns Law Violation
6073,80-10-010799,Narcotics
6074,80-12-081058,Wpns Law Violation
6075,80-17-012218,Robbery
6076,80-15-009057,Narcotics
6077,80-15-014816,Wpns Law Violation
6078,80-15-015468,Wpns Law Violation
6079,80-15-015468,Wpns Law Violation
6080,80-10-023313,Aggravated Assault
6081,80-11-019587,Wpns Law Violation
6082,80-11-020278,Narcotics
6083,80-15-019245,Intimidation
6084,80-17-013774,Wpns Law Violation
6085,80-12-022247,Wpns Law Violation
6086,80-16-059290,Accidental Shooting
6087,80-14-076720,Shoplifting
6088,80-16-080507,Aggravated Assault
6089,80-17-011680,Narcotics
6090,80-16-002626,Narcotics
6091,80-12-022859,Burglary
6092,80-16-044200,Wpns Law Violation
6093,80-15-019245,Intimidation
6094,80-16-063564,Burglary
6095,80-16-080507,Aggravated Assault
6096,80-14-032784,Wpns Law Violation
6097,80-10-060992,Robbery
6098,80-12-029129,Theft Other
6099,80-15-020158,Wpns Law Violation
6100,80-16-035998,Wpns Law Violation
6101,80-14-047615,Aggravated Assault
6102,80-12-047851,Burglary
6103,80-16-017442,Wpns Law Violation
6104,80-15-020158,Wpns Law Violation
6105,80-12-059478,Narcotics
6106,80-14-053560,Burglary
6107,80-16-016990,Aggravated Assault
6108,80-16-066762,Aggravated Assault
6109,80-11-043207,Wpns Law Violation
6110,80-16-080507,Aggravated Assault
6111,80-16-022889,Robbery
6112,80-14-061199,Wpns Law Violation
6113,80-16-022889,Robbery
6114,80-12-081184,Burglary
6115,80-16-080507,Aggravated Assault
6116,80-15-021888,Wpns Law Violation
6117,80-16-034626,Robbery
6118,80-12-098766,Wpns Law Violation
6119,80-16-022889,Robbery
6120,80-14-058782,Aggravated Assault
6121,80-16-080507,Aggravated Assault
6122,80-16-066762,Aggravated Assault
6123,80-13-001907,Robbery
6124,80-14-058782,Aggravated Assault
6125,80-15-021888,Wpns Law Violation
6126,80-16-034626,Robbery
6127,80-16-080507,Aggravated Assault
6128,80-15-057569,Simple Assault
6129,80-15-088126,Counterfeiting
6130,80-15-005121,Narcotics
6131,80-15-079555,Stolen Property
6132,80-16-104602,Wpns Law Violation
6133,80-16-104602,Wpns Law Violation
6134,80-15-082507,All Other Offenses
6135,80-16-105194,Wpns Law Violation
6136,80-16-105194,Wpns Law Violation
6137,80-14-023476,Wpns Law Violation
6138,80-13-069123,Simple Assault
6139,80-11-059094,Narcotics
6140,80-11-059094,Narcotics
6141,80-12-020659,Wpns Law Violation
6142,80-11-009159,Narcotics
6143,80-11-009159,Narcotics
6144,80-11-009159,Narcotics
6145,80-11-009159,Narcotics
6146,80-16-053068,Wpns Law Violation
6147,80-11-009159,Narcotics
6148,80-11-009159,Narcotics
6149,80-14-089908,Wpns Law Violation
6150,80-14-089908,Wpns Law Violation
6151,80-14-025666,Aggravated Assault
6152,80-14-025666,Aggravated Assault
6153,80-15-015507,Wpns Law Violation
6154,80-12-067500,Wpns Law Violation
6155,80-10-006847,Robbery
6156,80-15-076202,Aggravated Assault
6157,80-14-046150,Wpns Law Violation
6158,80-16-028476,Stolen Property
6159,80-16-028476,Stolen Property
6160,80-16-028476,Stolen Property
6161,80-12-014308,Narcotics
6162,80-10-009875,Wpns Law Violation
6163,80-16-106047,Narcotics
6164,80-16-106047,Narcotics
6165,80-16-106047,Narcotics
6166,80-16-035662,Counterfeiting
6167,80-14-036311,Wpns Law Violation
6168,80-14-036311,Wpns Law Violation
6169,80-17-007103,Theft Other
6170,80-16-030488,Shoplifting
6171,80-15-028042,Wpns Law Violation
6172,80-15-078938,Wpns Law Violation
6173,80-14-058782,Aggravated Assault
6174,80-14-058782,Aggravated Assault
6175,80-16-080507,Aggravated Assault
6176,80-15-034177,Narcotics
6177,80-13-009382,Wpns Law Violation
6178,80-13-001907,Robbery
6179,80-16-074425,Aggravated Assault
6180,80-14-058782,Aggravated Assault
6181,80-13-001907,Robbery
6182,80-16-092964,Narcotics
6183,80-15-034177,Narcotics
6184,80-15-019574,Stolen Property
6185,80-14-058782,Aggravated Assault
6186,80-16-071294,Accidental Shooting
6187,80-16-092964,Narcotics
6188,80-14-076129,Robbery
6189,80-14-043124,Theft Other
6190,80-14-095518,Counterfeiting
6191,80-15-007971,Wpns Law Violation
6192,80-15-010902,Robbery
6193,80-15-010902,Robbery
6194,80-15-007971,Wpns Law Violation
6195,80-15-017480,Wpns Law Violation
6196,80-15-025475,Aggravated Assault
6197,80-15-025475,Aggravated Assault
6198,80-15-025921,Wpns Law Violation
6199,80-15-034775,Aggravated Assault
6200,80-15-031005,Aggravated Assault
6201,80-15-031005,Aggravated Assault
6202,80-15-034113,Wpns Law Violation
6203,80-16-095686,Narcotics
6204,80-14-003107,Burglary
6205,80-15-077937,Narcotics
6206,80-13-002184,Stolen Property
6207,80-15-077937,Narcotics
6208,80-15-088898,Narcotics
6209,80-15-088898,Narcotics
6210,80-15-088898,Narcotics
6211,80-15-088898,Narcotics
6212,80-15-088898,Narcotics
6213,80-16-001064,Wpns Law Violation
6214,80-12-030762,Aggravated Assault
6215,80-12-030762,Aggravated Assault
6216,80-12-030762,Aggravated Assault
6217,80-15-064863,Wpns Law Violation
6218,80-14-049415,Wpns Law Violation
6219,80-13-020399,Intimidation
6220,80-15-034113,Wpns Law Violation
6221,80-15-038488,Wpns Law Violation
6222,80-15-038488,Wpns Law Violation
6223,80-13-045657,Narcotics
6224,80-13-045657,Narcotics
6225,80-13-005460,Stolen Property
6226,80-11-028821,Wpns Law Violation
6227,80-16-106213,Wpns Law Violation
6228,80-16-041641,Aggravated Assault
6229,80-17-003581,Wpns Law Violation
6230,80-17-003581,Wpns Law Violation
6231,80-15-102535,Aggravated Assault
6232,80-10-085420,Narcotics
6233,80-10-085420,Narcotics
6234,80-17-008918,Wpns Law Violation
6235,80-17-008918,Wpns Law Violation
6236,80-16-086550,Wpns Law Violation
6237,80-16-054012,Wpns Law Violation
6238,80-17-012218,Robbery
6239,80-16-036633,Narcotics
6240,80-17-013774,Wpns Law Violation
6241,80-16-002945,Aggravated Assault
6242,80-16-002945,Aggravated Assault
6243,80-13-009355,Wpns Law Violation
6244,80-15-037225,Wpns Law Violation
6245,80-16-092964,Narcotics
6246,80-11-046579,Narcotics
6247,80-11-046579,Narcotics
6248,80-16-075873,Injured Person Report
6249,80-11-017464,Narcotics
6250,80-12-039136,Wpns Law Violation
6251,80-15-060876,Wpns Law Violation
6252,80-15-076710,Simple Assault
6253,80-15-076710,Simple Assault
6254,80-13-048799,Wpns Law Violation
6255,80-14-079849,Narcotics
6256,80-14-079849,Narcotics
6257,80-14-079849,Narcotics
6258,80-13-028652,Stolen Property
6259,80-16-001796,Narcotics
6260,80-16-001796,Narcotics
6261,80-14-059251,Theft Fr Veh
6262,80-13-063045,Narcotics
6263,80-13-063045,Narcotics
6264,80-13-063045,Narcotics
6265,80-16-090020,Aggravated Assault
6266,80-14-002081,Robbery
6267,80-14-002081,Robbery
6268,80-16-066981,Wpns Law Violation
6269,80-17-008698,Stolen Property
6270,80-12-095100,Robbery
6271,80-16-024964,Wpns Law Violation
6272,80-15-026527,Wpns Law Violation
6273,80-15-021127,Narcotics
6274,80-15-021127,Narcotics
6275,80-13-011757,Stolen Property
6276,80-12-031352,Aggravated Assault
6277,80-10-010799,Narcotics
6278,80-15-029582,Aggravated Assault
6279,80-16-035128,Narcotics
6280,80-17-004031,Narcotics
6281,80-17-004031,Narcotics
6282,80-16-077377,Stolen Property
6283,80-16-090182,Robbery
6284,80-17-004031,Narcotics
6285,80-10-001933,Robbery
6286,80-10-001933,Robbery
6287,80-10-001933,Robbery
6288,80-10-001933,Robbery
6289,80-15-034920,Robbery
6290,80-15-034920,Robbery
6291,80-14-093491,Narcotics
6292,80-15-038797,Wpns Law Violation
6293,80-15-042280,Narcotics
6294,80-15-076119,Wpns Law Violation
6295,80-15-018989,Wpns Law Violation
6296,80-15-018989,Wpns Law Violation
6297,80-13-009440,Wpns Law Violation
6298,80-17-001924,Narcotics
6299,80-17-001924,Narcotics
6300,80-17-001924,Narcotics
6301,80-17-001924,Narcotics
6302,80-14-026572,All Other Offenses
6303,80-10-006576,Narcotics
6304,80-11-001626,Wpns Law Violation
6305,80-13-021946,Wpns Law Violation
6306,80-16-098773,Wpns Law Violation
6307,80-13-023249,Wpns Law Violation
6308,80-17-009087,Stolen Property
6309,80-13-021195,Robbery
6310,80-15-092243,Stolen Property
6311,80-13-021195,Robbery
6312,80-13-037393,Wpns Law Violation
6313,80-13-033023,Wpns Law Violation
6314,80-13-046997,Robbery
6315,80-13-046078,Wpns Law Violation
6316,80-13-054753,Narcotics
6317,80-13-059161,Narcotics
6318,80-13-055994,Wpns Law Violation
6319,80-13-055994,Wpns Law Violation
6320,80-13-061562,Aggravated Assault
6321,80-13-061562,Aggravated Assault
6322,80-13-076628,Wpns Law Violation
6323,80-13-085458,Stolen Property
6324,80-13-090279,Burglary
6325,80-13-090279,Burglary
6326,80-14-001512,Wpns Law Violation
6327,80-14-007138,Narcotics Equip
6328,80-17-001924,Narcotics
6329,80-14-007581,Wpns Law Violation
6330,80-10-013486,Wpns Law Violation
6331,80-10-036670,Robbery
6332,80-10-079964,Aggravated Assault
6333,80-10-079964,Aggravated Assault
6334,80-10-079964,Aggravated Assault
6335,80-10-095739,All Other Offenses
6336,80-11-044472,Wpns Law Violation
6337,80-11-026173,Wpns Law Violation
6338,80-11-027834,Wpns Law Violation
6339,80-11-053320,All Other Offenses
6340,80-16-033898,Narcotics
6341,80-10-097022,Aggravated Assault
6342,80-16-041159,Wpns Law Violation
6343,80-10-097022,Aggravated Assault
6344,80-16-053981,Aggravated Assault
6345,80-10-097022,Aggravated Assault
6346,80-16-066762,Aggravated Assault
6347,80-10-013073,Narcotics
6348,80-12-093836,Wpns Law Violation
6349,80-14-079898,Aggravated Assault
6350,80-15-088022,Robbery
6351,80-15-077094,Simple Assault
6352,80-12-000046,Narcotics
6353,80-13-009939,Wpns Law Violation
6354,80-13-009939,Wpns Law Violation
6355,80-11-079699,Aggravated Assault
6356,80-12-011854,Stolen Property
6357,80-12-070042,Aggravated Assault
6358,80-12-045211,Narcotics
6359,80-12-045211,Narcotics
6360,80-12-045211,Narcotics
6361,80-13-063680,Aggravated Assault
6362,80-16-040472,Stolen Property
6363,80-16-103832,Wpns Law Violation
6364,80-16-030442,Aggravated Assault
6365,80-16-018906,Wpns Law Violation
6366,80-11-013898,Narcotics
6367,80-16-015710,Aggravated Assault
6368,80-12-093067,Narcotics
6369,80-16-077377,Stolen Property
6370,80-16-065084,Narcotics
6371,80-11-025707,Wpns Law Violation
6372,80-16-024999,Wpns Law Violation
6373,80-11-025707,Wpns Law Violation
6374,80-16-091273,Wpns Law Violation
6375,80-16-099853,Wpns Law Violation
6376,80-16-099853,Wpns Law Violation
6377,80-16-105194,Wpns Law Violation
6378,80-16-107143,Wpns Law Violation
6379,80-16-110344,Wpns Law Violation
6380,80-16-044200,Wpns Law Violation
6381,80-16-065420,Wpns Law Violation
6382,80-15-044767,Narcotics
6383,80-15-044767,Narcotics
6384,80-15-044767,Narcotics
6385,80-15-044767,Narcotics
6386,80-15-044767,Narcotics
6387,80-15-044767,Narcotics
6388,80-13-005139,Narcotics
6389,80-13-005139,Narcotics
6390,80-10-017092,Wpns Law Violation
6391,80-15-018124,Wpns Law Violation
6392,80-16-012553,Wpns Law Violation
6393,80-16-106571,Narcotics
6394,80-16-106571,Narcotics
6395,80-16-106571,Narcotics
6396,80-16-106571,Narcotics
6397,80-16-106571,Narcotics
6398,80-16-106571,Narcotics
6399,80-17-007773,Narcotics
6400,80-13-045271,Narcotics
6401,80-13-045271,Narcotics
6402,80-13-045271,Narcotics
6403,80-13-045271,Narcotics
6404,80-13-045271,Narcotics
6405,80-14-045134,Narcotics
6406,80-14-045134,Narcotics
6407,80-14-045134,Narcotics
6408,80-14-045134,Narcotics
6409,80-16-034031,Wpns Law Violation
6410,80-14-045134,Narcotics
6411,80-14-045134,Narcotics
6412,80-16-054571,Stolen Property
6413,80-12-018814,Aggravated Assault
6414,80-16-012377,Narcotics
6415,80-10-040665,Aggravated Assault
6416,80-11-001602,Wpns Law Violation
6417,80-10-040665,Aggravated Assault
6418,80-16-012377,Narcotics
6419,80-14-097215,Narcotics
6420,80-16-085168,Wpns Law Violation
6421,80-15-028136,Narcotics
6422,80-16-065084,Narcotics
6423,80-14-069118,Narcotics
6424,80-14-097215,Narcotics
6425,80-16-061807,Wpns Law Violation
6426,80-15-016504,Wpns Law Violation
6427,80-14-069118,Narcotics
6428,80-14-073298,Counterfeiting
6429,80-16-014387,Wpns Law Violation
6430,80-16-018786,Narcotics
6431,80-14-069118,Narcotics
6432,80-16-031161,Narcotics
6433,80-11-014695,Wpns Law Violation
6434,80-14-067589,Wpns Law Violation
6435,80-16-018786,Narcotics
6436,80-11-039428,Intimidation
6437,80-14-077468,Narcotics
6438,80-11-093958,Intimidation
6439,80-15-021586,Wpns Law Violation
6440,80-16-018786,Narcotics
6441,80-12-047276,Narcotics
6442,80-12-078018,Wpns Law Violation
6443,80-15-012840,Narcotics
6444,80-11-059032,Wpns Law Violation
6445,80-13-063045,Narcotics
6446,80-16-018786,Narcotics
6447,80-16-029403,Narcotics
6448,80-15-012840,Narcotics
6449,80-15-009195,Wpns Law Violation
6450,80-16-077248,Stolen Property
6451,80-16-080177,Stolen Property
6452,80-14-077468,Narcotics
6453,80-12-014637,Robbery
6454,80-16-065084,Narcotics
6455,80-12-014637,Robbery
6456,80-14-077468,Narcotics
6457,80-13-060521,Theft Other
6458,80-17-005736,Narcotics
6459,80-13-047192,Wpns Law Violation
6460,80-16-065084,Narcotics
6461,80-12-011913,Wpns Law Violation
6462,80-16-075435,Aggravated Assault
6463,80-14-077468,Narcotics
6464,80-12-014637,Robbery
6465,80-11-104064,Intimidation
6466,80-16-075435,Aggravated Assault
6467,80-10-060964,Aggravated Assault
6468,80-16-065084,Narcotics
6469,80-14-077468,Narcotics
6470,80-14-098637,Narcotics
6471,80-10-000582,Burglary
6472,80-16-024139,Wpns Law Violation
6473,80-15-096102,Narcotics
6474,80-16-037180,Wpns Law Violation
6475,80-15-103038,Bribery
6476,80-11-000740,Narcotics
6477,80-17-012200,Aggravated Assault
6478,80-16-076924,Wpns Law Violation
6479,80-10-060964,Aggravated Assault
6480,80-16-029650,Aggravated Assault
6481,80-14-072084,Wpns Law Violation
6482,80-11-031693,Wpns Law Violation
6483,80-14-089867,Narcotics
6484,80-14-056334,Narcotics
6485,80-11-000740,Narcotics
6486,80-12-082708,Wpns Law Violation
6487,80-14-089867,Narcotics
6488,80-11-020040,Wpns Law Violation
6489,80-12-084714,Narcotics
6490,80-16-102348,Narcotics
6491,80-13-092928,Burglary
6492,80-11-000740,Narcotics
6493,80-13-093423,Narcotics
6494,80-14-072084,Wpns Law Violation
6495,80-15-012072,Aggravated Assault
6496,80-15-063389,Wpns Law Violation
6497,80-11-101817,Wpns Law Violation
6498,80-13-093423,Narcotics
6499,80-15-012602,Wpns Law Violation
6500,80-11-000748,Wpns Law Violation
6501,80-12-103297,Aggravated Assault
6502,80-11-081631,Wpns Law Violation
6503,80-16-105152,Narcotics
6504,80-13-087277,Accidental Shooting
6505,80-15-067064,Wpns Law Violation
6506,80-16-093004,Aggravated Assault
6507,80-11-082845,Narcotics
6508,80-11-082845,Narcotics
6509,80-11-082845,Narcotics
6510,80-11-014450,Narcotics
6511,80-11-014450,Narcotics
6512,80-11-014695,Wpns Law Violation
6513,80-16-051583,Aggravated Assault
6514,80-14-049435,Wpns Law Violation
6515,80-15-048605,Wpns Law Violation
6516,80-14-045394,Burglary
6517,80-14-041900,Wpns Law Violation
6518,80-14-041900,Wpns Law Violation
6519,80-14-041900,Wpns Law Violation
6520,80-14-088283,Wpns Law Violation
6521,80-15-093771,Stolen Property
6522,80-15-093771,Stolen Property
6523,80-12-024315,Aggravated Assault
6524,80-16-074428,Narcotics
6525,80-12-028106,Narcotics
6526,80-16-026761,Wpns Law Violation
6527,80-10-019014,Aggravated Assault
6528,80-16-002761,Wpns Law Violation
6529,80-16-051573,Wpns Law Violation
6530,80-16-051573,Wpns Law Violation
6531,80-12-005660,Aggravated Assault
6532,80-10-022891,Wpns Law Violation
6533,80-11-065979,Stolen Property
6534,80-15-094055,Wpns Law Violation
6535,80-17-002739,Narcotics
6536,80-11-000740,Narcotics
6537,80-13-092928,Burglary
6538,80-12-005189,Vandalism
6539,80-14-097011,Aggravated Assault
6540,80-15-089088,Wpns Law Violation
6541,80-13-092928,Burglary
6542,80-16-074670,Wpns Law Violation
6543,80-17-002739,Narcotics
6544,80-12-096700,Wpns Law Violation
6545,80-10-013073,Narcotics
6546,80-10-050484,Stolen Property
6547,80-11-000740,Narcotics
6548,80-12-001399,Stolen Property
6549,80-17-005029,Narcotics
6550,80-12-040003,Robbery
6551,80-11-060211,Narcotics
6552,80-16-044445,Wpns Law Violation
6553,80-15-059822,Aggravated Assault
6554,80-11-067694,Aggravated Assault
6555,80-12-011913,Wpns Law Violation
6556,80-10-006702,Wpns Law Violation
6557,80-12-019445,Wpns Law Violation
6558,80-16-053743,Wpns Law Violation
6559,80-10-040665,Aggravated Assault
6560,80-14-066822,Wpns Law Violation
6561,80-14-066822,Wpns Law Violation
6562,80-15-028136,Narcotics
6563,80-16-006580,Narcotics
6564,80-16-006580,Narcotics
6565,80-16-109048,Wpns Law Violation
6566,80-16-109048,Wpns Law Violation
6567,80-16-109048,Wpns Law Violation
6568,80-10-014172,Narcotics
6569,80-15-009632,Aggravated Assault
6570,80-10-014172,Narcotics
6571,80-15-012851,Wpns Law Violation
6572,80-15-015004,Stolen Property
6573,80-14-002031,Aggravated Assault
6574,80-13-098137,Wpns Law Violation
6575,80-16-014099,Wpns Law Violation
6576,80-15-006957,Narcotics
6577,80-14-003424,Stolen Property
6578,80-16-071756,Aggravated Assault
6579,80-16-071756,Aggravated Assault
6580,80-16-088226,Wpns Law Violation
6581,80-15-082702,Narcotics
6582,80-15-057571,Aggravated Assault
6583,80-17-008846,All Other Offenses
6584,80-14-067023,Narcotics
6585,80-14-067023,Narcotics
6586,80-14-092342,Burglary
6587,80-15-051024,Stolen Property
6588,80-16-020911,Wpns Law Violation
6589,80-16-018842,Stolen Property
6590,80-10-004252,Narcotics
6591,80-15-002704,Wpns Law Violation
6592,80-14-031511,Wpns Law Violation
6593,80-11-021077,Narcotics
6594,80-12-047276,Narcotics
6595,80-16-092356,Wpns Law Violation
6596,80-12-047276,Narcotics
6597,80-11-104635,Aggravated Assault
6598,80-15-101848,Intimidation
6599,80-10-058047,Narcotics
6600,80-10-058047,Narcotics
6601,80-16-095747,Wpns Law Violation
6602,80-10-062415,Narcotics
6603,80-10-062415,Narcotics
6604,80-14-087698,Wpns Law Violation
6605,80-15-057562,Wpns Law Violation
6606,80-15-057562,Wpns Law Violation
6607,80-16-016538,Aggravated Assault
6608,80-16-013451,Wpns Law Violation
6609,80-16-101006,Narcotics
6610,80-16-016538,Aggravated Assault
6611,80-16-016538,Aggravated Assault
6612,80-16-015923,Wpns Law Violation
6613,80-16-016538,Aggravated Assault
6614,80-10-046978,Wpns Law Violation
6615,80-17-005477,Narcotics
6616,80-16-024574,Narcotics
6617,80-17-005477,Narcotics
6618,80-16-015923,Wpns Law Violation
6619,80-16-101006,Narcotics
6620,80-10-046978,Wpns Law Violation
6621,80-14-046416,Narcotics
6622,80-17-005477,Narcotics
6623,80-11-101909,Narcotics
6624,80-13-042790,Narcotics
6625,80-14-006624,Robbery
6626,80-14-056336,Burglary
6627,80-16-035806,Stolen Property
6628,80-15-060254,Stolen Property
6629,80-11-094715,Theft Other
6630,80-16-091591,Wpns Law Violation
6631,80-16-091591,Wpns Law Violation
6632,80-10-094147,Aggravated Assault
6633,80-15-014398,Wpns Law Violation
6634,80-15-046269,Narcotics
6635,80-12-018469,Aggravated Assault
6636,80-14-080677,Wpns Law Violation
6637,80-16-014775,Narcotics
6638,80-16-026375,Wpns Law Violation
6639,80-15-077929,Narcotics
6640,80-16-019043,Shoplifting
6641,80-10-035160,Robbery
6642,80-15-053861,Wpns Law Violation
6643,80-11-015610,Wpns Law Violation
6644,80-14-046416,Narcotics
6645,80-11-043207,Wpns Law Violation
6646,80-12-036805,Narcotics
6647,80-16-101006,Narcotics
6648,80-16-060744,Robbery
6649,80-16-072654,Fraud
6650,80-15-028449,Intimidation
6651,80-16-043217,Wpns Law Violation
6652,80-11-097647,Wpns Law Violation
6653,80-11-097647,Wpns Law Violation
6654,80-15-003249,Stolen Property
6655,80-15-003249,Stolen Property
6656,80-15-086524,Wpns Law Violation
6657,80-10-019014,Aggravated Assault
6658,80-16-083650,Wpns Law Violation
6659,80-16-083650,Wpns Law Violation
6660,80-17-004685,Wpns Law Violation
6661,80-16-044445,Wpns Law Violation
6662,80-15-053861,Wpns Law Violation
6663,80-16-017012,Narcotics
6664,80-12-096160,Wpns Law Violation
6665,80-16-061093,Stolen Property
6666,80-16-092356,Wpns Law Violation
6667,80-14-072863,Narcotics
6668,80-16-090055,Stolen Property
6669,80-11-066704,Narcotics
6670,80-11-066704,Narcotics
6671,80-14-046416,Narcotics
6672,80-11-029202,Narcotics
6673,80-11-029202,Narcotics
6674,80-14-046416,Narcotics
6675,80-12-060039,Aggravated Assault
6676,80-12-016189,Wpns Law Violation
6677,80-11-031973,Wpns Law Violation
6678,80-14-035409,Theft Other
6679,80-15-051744,Wpns Law Violation
6680,80-10-076913,Wpns Law Violation
6681,80-12-036805,Narcotics
6682,80-14-016328,Wpns Law Violation
6683,80-12-036805,Narcotics
6684,80-16-101006,Narcotics
6685,80-16-088226,Wpns Law Violation
6686,80-12-036805,Narcotics
6687,80-12-061286,Wpns Law Violation
6688,80-10-050959,Wpns Law Violation
6689,80-10-069255,Wpns Law Violation
6690,80-10-001933,Robbery
6691,80-16-062326,Narcotics
6692,80-11-088984,Aggravated Assault
6693,80-13-015366,Robbery
6694,80-13-015366,Robbery
6695,80-10-007640,Narcotics
6696,80-10-003785,All Other Offenses
6697,80-15-006957,Narcotics
6698,80-14-015404,Wpns Law Violation
6699,80-13-081413,Narcotics
6700,80-13-081413,Narcotics
6701,80-13-081413,Narcotics
6702,80-13-081413,Narcotics
6703,80-14-063014,Wpns Law Violation
6704,80-14-006624,Robbery
6705,80-12-018633,Narcotics
6706,80-16-092964,Narcotics
6707,80-15-057571,Aggravated Assault
6708,80-16-027356,Wpns Law Violation
6709,80-14-032360,Stolen Property
6710,80-11-000022,Aggravated Assault
6711,80-14-097099,Wpns Law Violation
6712,80-14-085176,Wpns Law Violation
6713,80-15-092348,Narcotics
6714,80-15-092348,Narcotics
6715,80-16-007711,Theft Other
6716,80-13-032439,Wpns Law Violation
6717,80-15-070345,Narcotics
6718,80-16-101704,Narcotics
6719,80-10-096964,Narcotics
6720,80-12-070847,Wpns Law Violation
6721,80-16-063276,Wpns Law Violation
6722,80-11-083521,Counterfeiting
6723,80-12-031816,Aggravated Assault
6724,80-14-014110,Narcotics
6725,80-11-058771,Burglary
6726,80-16-065950,Narcotics
6727,80-10-074157,Robbery
6728,80-10-074157,Robbery
6729,80-14-006624,Robbery
6730,80-16-101704,Narcotics
6731,80-13-055454,Wpns Law Violation
6732,80-11-029145,Aggravated Assault
6733,80-16-066721,Aggravated Assault
6734,80-12-068493,Narcotics
6735,80-16-052114,Aggravated Assault
6736,80-16-044842,Wpns Law Violation
6737,80-11-014008,Narcotics
6738,80-11-014008,Narcotics
6739,80-14-055969,Narcotics
6740,80-11-044870,Narcotics
6741,80-13-077545,Burglary
6742,80-10-001868,Wpns Law Violation
6743,80-16-070110,Narcotics
6744,80-16-070110,Narcotics
6745,80-16-020941,Narcotics
6746,80-16-020941,Narcotics
6747,80-16-020941,Narcotics
6748,80-16-020941,Narcotics
6749,80-16-049751,Robbery
6750,80-16-049751,Robbery
6751,80-16-057317,Stolen Property
6752,80-16-019332,Wpns Law Violation
6753,80-15-093310,Wpns Law Violation
6754,80-15-093310,Wpns Law Violation
6755,80-17-005707,Stolen Property
6756,80-17-005707,Stolen Property
6757,80-14-048607,Stolen Property
6758,80-13-045271,Narcotics
6759,80-13-045271,Narcotics
6760,80-13-045271,Narcotics
6761,80-13-045271,Narcotics
6762,80-13-045271,Narcotics
6763,80-13-045271,Narcotics
6764,80-13-045271,Narcotics
6765,80-16-101704,Narcotics
6766,80-16-058301,Theft Fr Veh
6767,80-16-058301,Theft Fr Veh
6768,80-16-058301,Theft Fr Veh
6769,80-10-058715,Narcotics
6770,80-10-058715,Narcotics
6771,80-10-058715,Narcotics
6772,80-10-058715,Narcotics
6773,80-10-058715,Narcotics
6774,80-10-058715,Narcotics
6775,80-13-035936,Aggravated Assault
6776,80-15-058373,Aggravated Assault
6777,80-16-028974,Narcotics
6778,80-14-068406,Wpns Law Violation
6779,80-14-068406,Wpns Law Violation
6780,80-15-017226,Wpns Law Violation
6781,80-16-110342,Wpns Law Violation
6782,80-10-092992,Wpns Law Violation
6783,80-12-006129,Robbery
6784,80-12-006129,Robbery
6785,80-12-006129,Robbery
6786,80-12-006129,Robbery
6787,80-12-006129,Robbery
6788,80-15-046269,Narcotics
6789,80-15-105685,Simple Assault
6790,80-10-099389,Aggravated Assault
6791,80-16-103300,Narcotics
6792,80-16-103300,Narcotics
6793,80-16-103300,Narcotics
6794,80-14-064981,Aggravated Assault
6795,80-16-104725,Wpns Law Violation
6796,80-10-039205,Injured Person Report
6797,80-12-009008,Narcotics
6798,80-15-023435,Stolen Property
6799,80-16-012377,Narcotics
6800,80-16-106047,Narcotics
6801,80-16-106047,Narcotics
6802,80-16-106047,Narcotics
6803,80-16-035662,Counterfeiting
6804,80-16-035662,Counterfeiting
6805,80-15-092863,Aggravated Assault
6806,80-13-099352,Aggravated Assault
6807,80-12-082214,Aggravated Assault
6808,80-17-004455,Wpns Law Violation
6809,80-16-045644,Wpns Law Violation
6810,80-16-045644,Wpns Law Violation
6811,80-11-035915,Narcotics
6812,80-11-035915,Narcotics
6813,80-14-047495,Wpns Law Violation
6814,80-13-058056,Wpns Law Violation
6815,80-10-028725,Narcotics
6816,80-13-040936,Aggravated Assault
6817,80-15-012470,Wpns Law Violation
6818,80-14-027029,Aggravated Assault
6819,80-14-080963,Wpns Law Violation
6820,80-15-076110,Aggravated Assault
6821,80-13-051041,Narcotics
6822,80-12-037017,Robbery
6823,80-12-037017,Robbery
6824,80-12-037017,Robbery
6825,80-16-090394,Burglary
6826,80-16-090394,Burglary
6827,80-14-021262,Robbery
6828,80-14-021262,Robbery
6829,80-11-003795,Narcotics
6830,80-11-004906,Wpns Law Violation
6831,80-13-055729,Stolen Property
6832,80-14-075628,Aggravated Assault
6833,80-11-102162,Narcotics
6834,80-10-074157,Robbery
6835,80-15-101244,Narcotics
6836,80-15-101244,Narcotics
6837,80-10-080743,Narcotics
6838,80-15-074639,Wpns Law Violation
6839,80-15-101277,Narcotics
6840,80-15-101277,Narcotics
6841,80-15-038849,Wpns Law Violation
6842,80-16-014024,Wpns Law Violation
6843,80-10-076576,Wpns Law Violation
6844,80-14-092257,Aggravated Assault
6845,80-13-048799,Wpns Law Violation
6846,80-14-085323,Aggravated Assault
6847,80-11-104166,Wpns Law Violation
