rfr_id,INCIDENT_NUMBER,UCR_CATEGORY
2588,80-15-036375,Wpns Law Violation
2589,80-16-071076,Aggravated Assault
2590,80-14-028118,Aggravated Assault
2591,80-14-071429,Wpns Law Violation
2592,80-15-007261,Stolen Property
2593,80-15-093276,Wpns Law Violation
2594,80-15-018971,Wpns Law Violation
2595,80-15-020470,Wpns Law Violation
2596,80-15-020470,Wpns Law Violation
2597,80-14-090155,Wpns Law Violation
2598,80-15-045301,Aggravated Assault
2599,80-14-017222,Aggravated Assault
2600,80-13-053491,Stolen Property
2601,80-13-055332,Wpns Law Violation
2602,80-13-053365,Stolen Property
2603,80-13-061281,Wpns Law Violation
2604,80-13-089790,Wpns Law Violation
2605,80-14-002921,Aggravated Assault
2606,80-14-011723,Robbery
2607,80-14-011723,Robbery
2608,80-14-011723,Robbery
2609,80-14-014020,Wpns Law Violation
2610,80-14-022911,Aggravated Assault
2611,80-14-005262,Stolen Property
2612,80-14-030817,Intimidation
2613,80-14-037191,Wpns Law Violation
2614,80-14-046778,Theft Other
2615,80-14-046778,Theft Other
2616,80-14-047671,Vandalism
2617,80-14-047671,Vandalism
2618,80-14-047671,Vandalism
2619,80-14-051099,Wpns Law Violation
2620,80-14-043561,Aggravated Assault
2621,80-14-073115,Aggravated Assault
2622,80-14-093133,Wpns Law Violation
2623,80-14-093133,Wpns Law Violation
2624,80-14-087843,Stolen Property
2625,80-14-072923,Narcotics
2626,80-15-081852,Robbery
2627,80-11-105768,Robbery
2628,80-14-096192,Aggravated Assault
2629,80-15-006126,Wpns Law Violation
2630,80-15-009057,Narcotics
2631,80-15-009057,Narcotics
2632,80-15-009057,Narcotics
2633,80-15-009057,Narcotics
2634,80-16-075077,Aggravated Assault
2635,80-16-077297,Accidental Shooting
2636,80-16-081888,Burglary
2637,80-16-078667,Wpns Law Violation
2638,80-16-091025,Wpns Law Violation
2639,80-16-106368,Aggravated Assault
2640,80-16-106368,Aggravated Assault
2641,80-12-011215,Narcotics Equip
2642,80-16-109774,Aggravated Assault
2643,80-15-081852,Robbery
2644,80-12-039853,Aggravated Assault
2645,80-16-106970,Wpns Law Violation
2646,80-14-077692,Stolen Property
2647,80-14-090530,Robbery
2648,80-13-015534,All Other Offenses
2649,80-13-076044,Wpns Law Violation
2650,80-16-018171,Wpns Law Violation
2651,80-14-025387,Wpns Law Violation
2652,80-12-004368,Wpns Law Violation
2653,80-12-004368,Wpns Law Violation
2654,80-11-041149,Wpns Law Violation
2655,80-12-086270,Wpns Law Violation
2656,80-13-003277,Wpns Law Violation
2657,80-12-000046,Narcotics
2658,80-13-009939,Wpns Law Violation
2659,80-15-063043,Narcotics
2660,80-15-063043,Narcotics
2661,80-15-063043,Narcotics
2662,80-15-063043,Narcotics
2663,80-12-011854,Stolen Property
2664,80-14-090155,Wpns Law Violation
2665,80-15-042148,Wpns Law Violation
2666,80-14-005059,Aggravated Assault
2667,80-14-005059,Aggravated Assault
2668,80-14-005059,Aggravated Assault
2669,80-15-094080,Wpns Law Violation
2670,80-13-075381,Theft Other
2671,80-15-027004,Robbery
2672,80-14-098579,Aggravated Assault
2673,80-15-102430,Narcotics
2674,80-15-102430,Narcotics
2675,80-14-100414,Wpns Law Violation
2676,80-16-002945,Aggravated Assault
2677,80-16-010807,Wpns Law Violation
2678,80-16-048517,Narcotics
2679,80-16-048517,Narcotics
2680,80-16-048517,Narcotics
2681,80-15-006128,Wpns Law Violation
2682,80-17-002549,All Other Offenses
2683,80-12-047977,Aggravated Assault
2684,80-14-037964,Robbery
2685,80-12-068393,Wpns Law Violation
2686,80-17-003774,Aggravated Assault
2687,80-12-068393,Wpns Law Violation
2688,80-17-006900,Wpns Law Violation
2689,80-12-064876,Aggravated Assault
2690,80-17-010679,Aggravated Assault
2691,80-12-081184,Burglary
2692,80-17-011680,Narcotics
2693,80-10-023881,Aggravated Assault
2694,80-10-050884,Burglary
2695,80-10-050884,Burglary
2696,80-10-080183,Aggravated Assault
2697,80-10-083504,Wpns Law Violation
2698,80-10-083504,Wpns Law Violation
2699,80-15-083745,Wpns Law Violation
2700,80-14-056279,Simple Assault
2701,80-15-106174,Wpns Law Violation
2702,80-13-094160,Robbery
2703,80-15-101110,Narcotics
2704,80-16-032101,Wpns Law Violation
2705,80-13-051614,Narcotics
2706,80-15-050943,Theft Other
2707,80-14-049519,Intimidation
2708,80-16-103344,Aggravated Assault
2709,80-15-067522,Aggravated Assault
2710,80-16-047031,Wpns Law Violation
2711,80-15-084189,Aggravated Assault
2712,80-15-066540,Aggravated Assault
2713,80-15-090081,Wpns Law Violation
2714,80-15-063352,Family Offenses
2715,80-11-015826,Aggravated Assault
2716,80-10-096973,Aggravated Assault
2717,80-10-097301,Narcotics
2718,80-11-045421,Burglary
2719,80-11-045421,Burglary
2720,80-14-037964,Robbery
2721,80-12-089149,Wpns Law Violation
2722,80-12-098766,Wpns Law Violation
2723,80-13-001185,Wpns Law Violation
2724,80-13-022877,Aggravated Assault
2725,80-13-022961,Wpns Law Violation
2726,80-13-022961,Wpns Law Violation
2727,80-13-025530,Wpns Law Violation
2728,80-13-027342,Robbery
2729,80-13-027342,Robbery
2730,80-13-027342,Robbery
2731,80-13-047072,Burglary
2732,80-13-047072,Burglary
2733,80-13-081413,Narcotics
2734,80-13-081413,Narcotics
2735,80-13-086963,Wpns Law Violation
2736,80-13-086963,Wpns Law Violation
2737,80-14-003340,Robbery
2738,80-14-003686,Stolen Property
2739,80-14-005262,Stolen Property
2740,80-12-051794,Wpns Law Violation
2741,80-12-064211,Robbery
2742,80-12-064211,Robbery
2743,80-12-064211,Robbery
2744,80-12-083042,Wpns Law Violation
2745,80-12-083042,Wpns Law Violation
2746,80-12-097484,Aggravated Assault
2747,80-13-002748,Aggravated Assault
2748,80-13-008948,Robbery
2749,80-13-008948,Robbery
2750,80-13-009354,Wpns Law Violation
2751,80-13-024220,Intimidation
2752,80-13-025043,All Other Offenses
2753,80-13-036748,Aggravated Assault
2754,80-13-038037,Aggravated Assault
2755,80-13-044814,Wpns Law Violation
2756,80-13-044814,Wpns Law Violation
2757,80-14-037964,Robbery
2758,80-16-047533,Wpns Law Violation
2759,80-15-090658,Wpns Law Violation
2760,80-14-011338,Wpns Law Violation
2761,80-14-002218,All Other Offenses
2762,80-16-066910,Stolen Property
2763,80-17-002571,Wpns Law Violation
2764,80-17-002571,Wpns Law Violation
2765,80-16-088981,Robbery
2766,80-16-088981,Robbery
2767,80-16-108242,Narcotics
2768,80-16-026237,Narcotics
2769,80-16-026237,Narcotics
2770,80-16-110704,Narcotics
2771,80-16-039779,Theft Fr Veh
2772,80-14-082743,Aggravated Assault
2773,80-14-086303,Wpns Law Violation
2774,80-14-086303,Wpns Law Violation
2775,80-15-000435,Wpns Law Violation
2776,80-14-097060,Wpns Law Violation
2777,80-15-012275,Accidental Shooting
2778,80-15-017613,Wpns Law Violation
2779,80-15-017613,Wpns Law Violation
2780,80-15-017613,Wpns Law Violation
2781,80-15-018292,Aggravated Assault
2782,80-15-018292,Aggravated Assault
2783,80-15-018292,Aggravated Assault
2784,80-15-018292,Aggravated Assault
2785,80-15-016652,Wpns Law Violation
2786,80-15-016652,Wpns Law Violation
2787,80-15-023049,Intimidation
2788,80-15-025475,Aggravated Assault
2789,80-15-025475,Aggravated Assault
2790,80-15-025147,Wpns Law Violation
2791,80-15-038526,Narcotics
2792,80-15-038539,Aggravated Assault
2793,80-15-039574,Wpns Law Violation
2794,80-15-048104,Narcotics
2795,80-15-061282,Counterfeiting
2796,80-15-088871,All Other Offenses
2797,80-15-096377,Wpns Law Violation
2798,80-16-002945,Aggravated Assault
2799,80-16-006701,Aggravated Assault
2800,80-14-075210,Wpns Law Violation
2801,80-15-050382,Wpns Law Violation
2802,80-16-032945,Aggravated Assault
2803,80-11-011407,Wpns Law Violation
2804,80-11-011407,Wpns Law Violation
2805,80-11-046920,Wpns Law Violation
2806,80-11-012781,Aggravated Assault
2807,80-16-054571,Stolen Property
2808,80-11-012781,Aggravated Assault
2809,80-10-072702,Narcotics
2810,80-11-021413,Aggravated Assault
2811,80-12-033923,Narcotics
2812,80-16-107119,Wpns Law Violation
2813,80-13-004513,Wpns Law Violation
2814,80-11-063078,Accidental Shooting
2815,80-14-034303,Wpns Law Violation
2816,80-11-021413,Aggravated Assault
2817,80-12-033923,Narcotics
2818,80-12-089067,Narcotics
2819,80-11-067300,Wpns Law Violation
2820,80-16-029447,Wpns Law Violation
2821,80-13-040481,Aggravated Assault
2822,80-11-073001,Wpns Law Violation
2823,80-13-040481,Aggravated Assault
2824,80-12-067469,Narcotics
2825,80-12-089067,Narcotics
2826,80-12-056251,Aggravated Assault
2827,80-11-021353,Narcotics
2828,80-13-040481,Aggravated Assault
2829,80-12-067469,Narcotics
2830,80-11-103239,Robbery
2831,80-14-034303,Wpns Law Violation
2832,80-12-089067,Narcotics
2833,80-12-067469,Narcotics
2834,80-15-101808,Narcotics
2835,80-14-015284,Wpns Law Violation
2836,80-14-020896,Wpns Law Violation
2837,80-14-044095,Wpns Law Violation
2838,80-11-103239,Robbery
2839,80-15-100464,Wpns Law Violation
2840,80-14-036104,Aggravated Assault
2841,80-16-057985,Wpns Law Violation
2842,80-14-048266,Wpns Law Violation
2843,80-16-006580,Narcotics
2844,80-11-103497,Theft Other
2845,80-13-047281,Stolen Property
2846,80-13-039014,Stolen Property
2847,80-13-059468,Wpns Law Violation
2848,80-14-042604,Aggravated Assault
2849,80-13-051266,Narcotics
2850,80-13-059468,Wpns Law Violation
2851,80-13-076585,Narcotics
2852,80-13-039014,Stolen Property
2853,80-14-042604,Aggravated Assault
2854,80-11-103239,Robbery
2855,80-13-023345,Wpns Law Violation
2856,80-13-051266,Narcotics
2857,80-13-086238,All Other Offenses
2858,80-16-030354,Narcotics
2859,80-13-076585,Narcotics
2860,80-13-093885,Robbery
2861,80-13-086238,All Other Offenses
2862,80-12-044593,Wpns Law Violation
2863,80-14-042604,Aggravated Assault
2864,80-16-030354,Narcotics
2865,80-15-009632,Aggravated Assault
2866,80-13-089933,Stolen Property
2867,80-12-044593,Wpns Law Violation
2868,80-13-093885,Robbery
2869,80-13-075055,Wpns Law Violation
2870,80-12-083042,Wpns Law Violation
2871,80-15-025082,Wpns Law Violation
2872,80-14-042604,Aggravated Assault
2873,80-13-093885,Robbery
2874,80-13-095782,Theft Other
2875,80-15-009632,Aggravated Assault
2876,80-12-052363,Robbery
2877,80-12-083042,Wpns Law Violation
2878,80-12-084344,Robbery
2879,80-12-084344,Robbery
2880,80-12-091562,All Other Offenses
2881,80-12-092477,Wpns Law Violation
2882,80-11-092744,Theft Other
2883,80-14-041900,Wpns Law Violation
2884,80-14-041900,Wpns Law Violation
2885,80-14-041900,Wpns Law Violation
2886,80-15-093771,Stolen Property
2887,80-12-028106,Narcotics
2888,80-13-028993,Wpns Law Violation
2889,80-13-053445,Wpns Law Violation
2890,80-11-005480,Narcotics
2891,80-10-024063,Wpns Law Violation
2892,80-16-026761,Wpns Law Violation
2893,80-15-050382,Wpns Law Violation
2894,80-16-051573,Wpns Law Violation
2895,80-16-051573,Wpns Law Violation
2896,80-12-099405,Wpns Law Violation
2897,80-13-007737,Wpns Law Violation
2898,80-13-002980,Wpns Law Violation
2899,80-13-017673,Narcotics
2900,80-13-017673,Narcotics
2901,80-13-017673,Narcotics
2902,80-13-017673,Narcotics
2903,80-13-018360,Wpns Law Violation
2904,80-13-026725,Wpns Law Violation
2905,80-13-029846,Robbery
2906,80-13-029846,Robbery
2907,80-13-030827,Wpns Law Violation
2908,80-13-037393,Wpns Law Violation
2909,80-13-039362,Wpns Law Violation
2910,80-13-043255,Aggravated Assault
2911,80-13-043255,Aggravated Assault
2912,80-13-043255,Aggravated Assault
2913,80-13-047072,Burglary
2914,80-13-053491,Stolen Property
2915,80-16-051573,Wpns Law Violation
2916,80-16-051573,Wpns Law Violation
2917,80-12-081096,Stolen Property
2918,80-12-052363,Robbery
2919,80-16-002945,Aggravated Assault
2920,80-14-042604,Aggravated Assault
2921,80-12-052363,Robbery
2922,80-12-076359,Narcotics
2923,80-12-023437,Wpns Law Violation
2924,80-14-049136,Narcotics
2925,80-16-003193,Wpns Law Violation
2926,80-12-091339,Wpns Law Violation
2927,80-12-052363,Robbery
2928,80-16-004782,All Other Offenses
2929,80-11-093801,Aggravated Assault
2930,80-11-016134,Wpns Law Violation
2931,80-14-053781,Wpns Law Violation
2932,80-12-023437,Wpns Law Violation
2933,80-12-052363,Robbery
2934,80-16-004782,All Other Offenses
2935,80-16-004782,All Other Offenses
2936,80-12-101888,Robbery
2937,80-13-076044,Wpns Law Violation
2938,80-16-085846,Wpns Law Violation
2939,80-15-014788,Narcotics
2940,80-16-013051,Stolen Property
2941,80-14-056319,Wpns Law Violation
2942,80-12-056251,Aggravated Assault
2943,80-11-025678,Wpns Law Violation
2944,80-12-056251,Aggravated Assault
2945,80-17-005477,Narcotics
2946,80-17-005477,Narcotics
2947,80-12-052958,Narcotics
2948,80-10-099701,Aggravated Assault
2949,80-11-093801,Aggravated Assault
2950,80-14-060634,Wpns Law Violation
2951,80-12-080722,Wpns Law Violation
2952,80-13-020997,Disorderly Conduct
2953,80-13-055791,Robbery
2954,80-13-055791,Robbery
2955,80-14-020423,Robbery
2956,80-14-020423,Robbery
2957,80-14-020423,Robbery
2958,80-14-020423,Robbery
2959,80-14-020423,Robbery
2960,80-14-020423,Robbery
2961,80-14-035465,Wpns Law Violation
2962,80-14-078351,Wpns Law Violation
2963,80-13-079045,Wpns Law Violation
2964,80-17-014580,Aggravated Assault
2965,80-11-097647,Wpns Law Violation
2966,80-12-052363,Robbery
2967,80-14-061199,Wpns Law Violation
2968,80-14-052912,Narcotics
2969,80-12-091431,Wpns Law Violation
2970,80-14-053061,Narcotics
2971,80-15-003249,Stolen Property
2972,80-12-044593,Wpns Law Violation
2973,80-14-002193,Burglary
2974,80-14-073299,Wpns Law Violation
2975,80-17-002731,Robbery
2976,80-15-011502,Wpns Law Violation
2977,80-11-018001,Wpns Law Violation
2978,80-14-065621,Robbery
2979,80-12-044593,Wpns Law Violation
2980,80-10-039952,Narcotics
2981,80-14-092912,Stolen Property
2982,80-15-059084,Wpns Law Violation
2983,80-14-021799,Aggravated Assault
2984,80-14-027572,Aggravated Assault
2985,80-13-007844,Wpns Law Violation
2986,80-10-039952,Narcotics
2987,80-14-081579,Robbery
2988,80-14-021799,Aggravated Assault
2989,80-13-043249,Narcotics
2990,80-16-032945,Aggravated Assault
2991,80-12-066877,Vandalism
2992,80-13-043249,Narcotics
2993,80-14-094136,Wpns Law Violation
2994,80-16-102405,Stolen Property
2995,80-14-034046,Wpns Law Violation
2996,80-13-095595,Wpns Law Violation
2997,80-14-095858,Wpns Law Violation
2998,80-14-033243,Intimidation
2999,80-16-104725,Wpns Law Violation
3000,80-10-003457,Wpns Law Violation
3001,80-11-073276,Burglary
3002,80-10-039952,Narcotics
3003,80-11-073276,Burglary
3004,80-12-066865,Aggravated Assault
3005,80-11-005480,Narcotics
3006,80-13-043249,Narcotics
3007,80-15-054776,Narcotics
3008,80-16-055263,Robbery
3009,80-15-054776,Narcotics
3010,80-14-017867,Narcotics
3011,80-14-022149,Stolen Property
3012,80-14-022149,Stolen Property
3013,80-11-087598,Intimidation
3014,80-14-066162,Narcotics
3015,80-16-085846,Wpns Law Violation
3016,80-16-083650,Wpns Law Violation
3017,80-16-083650,Wpns Law Violation
3018,80-16-020256,Wpns Law Violation
3019,80-10-075156,Wpns Law Violation
3020,80-10-075156,Wpns Law Violation
3021,80-11-055864,Wpns Law Violation
3022,80-12-084884,Stolen Property
3023,80-13-063303,Robbery
3024,80-16-109774,Aggravated Assault
3025,80-17-005183,Aggravated Assault
3026,80-16-069522,Stolen Property
3027,80-17-008365,Wpns Law Violation
3028,80-15-063436,Wpns Law Violation
3029,80-15-074317,Robbery
3030,80-15-074317,Robbery
3031,80-15-074317,Robbery
3032,80-15-096669,Aggravated Assault
3033,80-16-034333,Accidental Shooting
3034,80-16-041480,Simple Assault
3035,80-16-049786,Robbery
3036,80-16-063904,Accidental Shooting
3037,80-16-078674,Wpns Law Violation
3038,80-16-078674,Wpns Law Violation
3039,80-16-085082,Accidental Shooting
3040,80-16-095204,Stolen Property
3041,80-16-101135,Aggravated Assault
3042,80-16-101135,Aggravated Assault
3043,80-16-048780,Wpns Law Violation
3044,80-16-048780,Wpns Law Violation
3045,80-16-027967,Wpns Law Violation
3046,80-16-089881,Narcotics
3047,80-16-038122,Aggravated Assault
3048,80-16-040146,Wpns Law Violation
3049,80-16-049398,Burglary
3050,80-16-059290,Accidental Shooting
3051,80-14-100647,Aggravated Assault
3052,80-16-067205,Wpns Law Violation
3053,80-16-068179,Stolen Property
3054,80-14-085176,Wpns Law Violation
3055,80-16-079770,Stolen Property
3056,80-16-095256,Aggravated Assault
3057,80-10-004264,Wpns Law Violation
3058,80-10-044969,Wpns Law Violation
3059,80-16-086169,Aggravated Assault
3060,80-12-081950,Vandalism
3061,80-10-074787,Wpns Law Violation
3062,80-13-000005,Aggravated Assault
3063,80-11-039775,Narcotics
3064,80-16-095140,Wpns Law Violation
3065,80-12-089696,Auto Theft
3066,80-12-088951,Wpns Law Violation
3067,80-12-096744,Wpns Law Violation
3068,80-12-100876,Robbery
3069,80-12-100876,Robbery
3070,80-12-100876,Robbery
3071,80-13-014089,Wpns Law Violation
3072,80-13-019793,Narcotics
3073,80-13-043601,Wpns Law Violation
3074,80-13-000874,Burglary
3075,80-13-051858,Narcotics
3076,80-13-051858,Narcotics
3077,80-13-052701,Wpns Law Violation
3078,80-13-055774,Wpns Law Violation
3079,80-13-061562,Aggravated Assault
3080,80-13-061562,Aggravated Assault
3081,80-13-073606,Wpns Law Violation
3082,80-13-081413,Narcotics
3083,80-13-081413,Narcotics
3084,80-13-081915,Wpns Law Violation
3085,80-13-091537,Wpns Law Violation
3086,80-13-093240,Robbery
3087,80-10-003752,Robbery
3088,80-10-004874,Aggravated Assault
3089,80-10-004874,Aggravated Assault
3090,80-10-014001,Injured Person Report
3091,80-10-014001,Injured Person Report
3092,80-10-032344,Aggravated Assault
3093,80-10-043814,All Other Offenses
3094,80-10-050222,Robbery
3095,80-14-069118,Narcotics
3096,80-14-069118,Narcotics
3097,80-14-069118,Narcotics
3098,80-14-078509,Aggravated Assault
3099,80-14-088633,Wpns Law Violation
3100,80-14-096593,Narcotics
3101,80-15-014510,Wpns Law Violation
3102,80-16-056897,Robbery
3103,80-15-021207,Stolen Property
3104,80-15-030176,Wpns Law Violation
3105,80-15-031951,Wpns Law Violation
3106,80-15-034176,Narcotics
3107,80-15-029895,Wpns Law Violation
3108,80-15-032798,Stolen Property
3109,80-15-032807,Wpns Law Violation
3110,80-15-032807,Wpns Law Violation
3111,80-15-036664,Aggravated Assault
3112,80-14-023514,Wpns Law Violation
3113,80-15-041169,Wpns Law Violation
3114,80-15-046945,Wpns Law Violation
3115,80-15-046945,Wpns Law Violation
3116,80-15-041384,Counterfeiting
3117,80-16-074800,Wpns Law Violation
3118,80-11-021413,Aggravated Assault
3119,80-14-028613,Narcotics
3120,80-11-021413,Aggravated Assault
3121,80-11-017753,Theft Other
3122,80-14-053156,Narcotics
3123,80-10-052685,Aggravated Assault
3124,80-16-108452,Narcotics
3125,80-10-052685,Aggravated Assault
3126,80-16-101135,Aggravated Assault
3127,80-14-012504,Narcotics
3128,80-16-108452,Narcotics
3129,80-17-003780,Wpns Law Violation
3130,80-16-101135,Aggravated Assault
3131,80-14-009894,Narcotics
3132,80-10-049641,Narcotics
3133,80-14-021764,Narcotics
3134,80-16-070110,Narcotics
3135,80-12-099787,Robbery
3136,80-14-013519,Aggravated Assault
3137,80-16-070110,Narcotics
3138,80-12-099787,Robbery
3139,80-13-060717,Theft Fr Veh
3140,80-17-007625,Aggravated Assault
3141,80-12-061665,Aggravated Assault
3142,80-15-049540,Wpns Law Violation
3143,80-12-010695,Wpns Law Violation
3144,80-12-005217,Intimidation
3145,80-11-087196,Narcotics
3146,80-11-087196,Narcotics
3147,80-11-087196,Narcotics
3148,80-11-087196,Narcotics
3149,80-11-095365,Wpns Law Violation
3150,80-11-097259,Wpns Law Violation
3151,80-15-012840,Narcotics
3152,80-15-012840,Narcotics
3153,80-11-000740,Narcotics
3154,80-11-000740,Narcotics
3155,80-11-000740,Narcotics
3156,80-11-000740,Narcotics
3157,80-11-000740,Narcotics
3158,80-14-040821,Wpns Law Violation
3159,80-10-096029,Aggravated Assault
3160,80-13-033236,Narcotics
3161,80-12-045673,Wpns Law Violation
3162,80-14-085793,Intimidation
3163,80-16-009304,Wpns Law Violation
3164,80-14-082147,Intimidation
3165,80-16-009304,Wpns Law Violation
