dr_id,INCIDENT_NUMBER,LMPD_DIVISION
33486,80-16-049704,2ND DIVISION
33487,80-16-049702,6TH DIVISION
33488,80-16-049713,6TH DIVISION
33489,80-16-049763,4TH DIVISION
33490,80-16-049764,3RD DIVISION
33491,80-16-048219,2ND DIVISION
33492,80-16-049787,6TH DIVISION
33493,80-16-049410,METRO LOUISVILLE
33494,80-16-037736,4TH DIVISION
33495,80-16-068366,7TH DIVISION
33496,80-16-068310,1ST DIVISION
33497,80-16-068395,7TH DIVISION
33498,80-16-056923,5TH DIVISION
33499,80-16-037602,2ND DIVISION
33500,80-16-066709,3RD DIVISION
33501,80-16-056965,5TH DIVISION
33502,80-16-037950,7TH DIVISION
33503,80-16-068396,4TH DIVISION
33504,80-16-056911,1ST DIVISION
33505,80-16-035545,3RD DIVISION
33506,80-16-035545,3RD DIVISION
33507,80-16-068296,3RD DIVISION
33508,80-16-068364,2ND DIVISION
33509,80-16-068367,6TH DIVISION
33510,80-16-068346,4TH DIVISION
33511,80-16-068374,6TH DIVISION
33512,80-16-068102,4TH DIVISION
33513,80-16-059530,8TH DIVISION
33514,80-16-059528,6TH DIVISION
33515,80-16-059326,1ST DIVISION
33516,80-16-059541,4TH DIVISION
33517,80-16-059541,4TH DIVISION
33518,80-16-059552,6TH DIVISION
33519,80-16-059539,8TH DIVISION
33520,80-16-055013,1ST DIVISION
33521,80-16-059241,7TH DIVISION
33522,80-16-050477,4TH DIVISION
33523,80-16-059540,6TH DIVISION
33524,80-16-068142,4TH DIVISION
33525,80-16-068144,7TH DIVISION
33526,80-16-068173,8TH DIVISION
33527,80-16-068174,6TH DIVISION
33528,80-16-068188,7TH DIVISION
33529,80-16-068186,8TH DIVISION
33530,80-16-068197,2ND DIVISION
33531,80-16-065183,3RD DIVISION
33532,80-16-068249,3RD DIVISION
33533,80-16-068269,6TH DIVISION
33534,80-16-068275,2ND DIVISION
33535,80-16-068267,3RD DIVISION
33536,80-16-068284,2ND DIVISION
33537,80-16-068404,1ST DIVISION
33538,80-16-056900,5TH DIVISION
33539,80-16-068414,4TH DIVISION
33540,80-16-067540,7TH DIVISION
33541,80-16-056971,7TH DIVISION
33542,80-16-068048,2ND DIVISION
33543,80-16-056972,1ST DIVISION
33544,80-16-067054,6TH DIVISION
33545,80-16-056979,7TH DIVISION
33546,80-16-067054,6TH DIVISION
33547,80-16-057010,6TH DIVISION
33548,80-16-057009,3RD DIVISION
33549,80-16-068152,3RD DIVISION
33550,80-16-057011,4TH DIVISION
33551,80-16-068326,5TH DIVISION
33552,80-16-056988,3RD DIVISION
33553,80-16-066186,4TH DIVISION
33554,80-16-057051,1ST DIVISION
33555,80-16-056719,7TH DIVISION
33556,80-16-056991,7TH DIVISION
33557,80-16-057050,7TH DIVISION
33558,80-16-056683,3RD DIVISION
33559,80-16-056694,3RD DIVISION
33560,80-16-057078,5TH DIVISION
33561,80-16-045577,7TH DIVISION
33562,80-16-044480,2ND DIVISION
33563,80-16-046106,7TH DIVISION
33564,80-16-046152,1ST DIVISION
33565,80-16-044860,1ST DIVISION
33566,80-16-045213,1ST DIVISION
33567,80-16-046161,8TH DIVISION
33568,80-16-044843,1ST DIVISION
33569,80-16-045774,8TH DIVISION
33570,80-16-044526,5TH DIVISION
33571,80-16-046163,8TH DIVISION
33572,80-16-045003,3RD DIVISION
33573,80-16-044763,3RD DIVISION
33574,80-16-046173,7TH DIVISION
33575,80-16-044763,3RD DIVISION
33576,80-16-044763,3RD DIVISION
33577,80-16-044763,3RD DIVISION
33578,80-16-068343,5TH DIVISION
33579,80-16-068329,4TH DIVISION
33580,80-16-045729,5TH DIVISION
33581,80-16-045690,7TH DIVISION
33582,80-16-045766,3RD DIVISION
33583,80-16-020365,3RD DIVISION
33584,80-16-045764,3RD DIVISION
33585,80-16-044382,1ST DIVISION
33586,80-16-045804,2ND DIVISION
33587,80-16-045796,7TH DIVISION
33588,80-16-045816,3RD DIVISION
33589,80-16-045830,1ST DIVISION
33590,80-16-045840,3RD DIVISION
33591,80-16-045843,7TH DIVISION
33592,80-16-045872,4TH DIVISION
33593,80-16-045884,5TH DIVISION
33594,80-16-045893,6TH DIVISION
33595,80-16-045905,4TH DIVISION
33596,80-16-045927,4TH DIVISION
33597,80-16-045949,3RD DIVISION
33598,80-16-045965,6TH DIVISION
33599,80-16-045989,1ST DIVISION
33600,80-16-047675,5TH DIVISION
33601,80-16-047773,2ND DIVISION
33602,80-16-046410,4TH DIVISION
33603,80-16-067462,1ST DIVISION
33604,80-16-065078,6TH DIVISION
33605,80-16-046156,3RD DIVISION
33606,80-16-063558,1ST DIVISION
33607,80-16-045871,2ND DIVISION
33608,80-16-057091,2ND DIVISION
33609,80-16-047808,8TH DIVISION
33610,80-16-050082,7TH DIVISION
33611,80-16-050611,4TH DIVISION
33612,80-16-050669,7TH DIVISION
33613,80-16-050671,4TH DIVISION
33614,80-16-050765,2ND DIVISION
33615,80-16-050861,6TH DIVISION
33616,80-16-051309,8TH DIVISION
33617,80-16-051408,1ST DIVISION
33618,80-16-051449,4TH DIVISION
33619,80-16-051704,3RD DIVISION
33620,80-16-046475,2ND DIVISION
33621,80-16-046486,6TH DIVISION
33622,80-16-046484,2ND DIVISION
33623,80-16-044528,2ND DIVISION
33624,80-16-046016,4TH DIVISION
33625,80-16-046254,4TH DIVISION
33626,80-16-045987,2ND DIVISION
33627,80-16-045980,2ND DIVISION
33628,80-16-045978,3RD DIVISION
33629,80-16-045915,4TH DIVISION
33630,80-16-045936,4TH DIVISION
33631,80-16-046494,7TH DIVISION
33632,80-16-046480,3RD DIVISION
33633,80-16-044340,6TH DIVISION
33634,80-16-034691,1ST DIVISION
33635,80-16-034947,4TH DIVISION
33636,80-16-034805,2ND DIVISION
33637,80-16-034805,2ND DIVISION
33638,80-16-033645,5TH DIVISION
33639,80-16-026934,7TH DIVISION
33640,80-16-033950,3RD DIVISION
33641,80-16-033859,1ST DIVISION
33642,80-16-034829,7TH DIVISION
33643,80-16-045039,4TH DIVISION
33644,80-16-045544,4TH DIVISION
33645,80-16-045544,4TH DIVISION
33646,80-16-045751,7TH DIVISION
33647,80-16-046144,1ST DIVISION
33648,80-16-044205,2ND DIVISION
33649,80-16-045395,1ST DIVISION
33650,80-16-045488,2ND DIVISION
33651,80-16-045488,2ND DIVISION
33652,80-16-045488,2ND DIVISION
33653,80-16-045792,6TH DIVISION
33654,80-16-046146,6TH DIVISION
33655,80-16-043141,7TH DIVISION
33656,80-16-045398,8TH DIVISION
33657,80-16-065023,8TH DIVISION
33658,80-16-065099,5TH DIVISION
33659,80-16-065097,2ND DIVISION
33660,80-16-046006,3RD DIVISION
33661,80-16-065108,7TH DIVISION
33662,80-16-046165,2ND DIVISION
33663,80-16-067194,1ST DIVISION
33664,80-16-039624,3RD DIVISION
33665,80-16-057095,3RD DIVISION
33666,80-16-065017,7TH DIVISION
33667,80-16-064367,1ST DIVISION
33668,80-16-030831,4TH DIVISION
33669,80-16-065029,3RD DIVISION
33670,80-16-065109,2ND DIVISION
33671,80-16-046164,1ST DIVISION
33672,80-16-068030,4TH DIVISION
33673,80-16-046445,4TH DIVISION
33674,80-16-063558,1ST DIVISION
33675,80-16-030831,4TH DIVISION
33676,80-16-065045,3RD DIVISION
33677,80-16-065115,2ND DIVISION
33678,80-16-045619,7TH DIVISION
33679,80-16-068030,4TH DIVISION
33680,80-16-064355,2ND DIVISION
33681,80-16-067754,2ND DIVISION
33682,80-16-068325,4TH DIVISION
33683,80-16-068333,6TH DIVISION
33684,80-16-068341,8TH DIVISION
33685,80-16-068330,8TH DIVISION
33686,80-16-067609,4TH DIVISION
33687,80-16-067884,4TH DIVISION
33688,80-16-068363,7TH DIVISION
33689,80-16-066552,2ND DIVISION
33690,80-16-068362,2ND DIVISION
33691,80-16-066321,3RD DIVISION
33692,80-16-066173,2ND DIVISION
33693,80-16-066173,2ND DIVISION
33694,80-16-034880,8TH DIVISION
33695,80-16-030972,3RD DIVISION
33696,80-16-034557,2ND DIVISION
33697,80-16-034809,2ND DIVISION
33698,80-16-034832,8TH DIVISION
33699,80-16-034461,7TH DIVISION
33700,80-16-034917,4TH DIVISION
33701,80-16-034937,2ND DIVISION
33702,80-16-034918,8TH DIVISION
33703,80-16-034691,1ST DIVISION
33704,80-16-034947,4TH DIVISION
33705,80-16-034947,4TH DIVISION
33706,80-16-034947,4TH DIVISION
33707,80-16-034947,4TH DIVISION
33708,80-16-034805,2ND DIVISION
33709,80-16-034960,8TH DIVISION
33710,80-16-033950,3RD DIVISION
33711,80-16-034813,4TH DIVISION
33712,80-16-046303,8TH DIVISION
33713,80-16-046312,8TH DIVISION
33714,80-16-046326,3RD DIVISION
33715,80-16-046311,4TH DIVISION
33716,80-16-046352,6TH DIVISION
33717,80-16-046352,6TH DIVISION
33718,80-16-046275,7TH DIVISION
33719,80-16-046351,4TH DIVISION
33720,80-16-046276,1ST DIVISION
33721,80-16-046286,3RD DIVISION
33722,80-16-046380,6TH DIVISION
33723,80-16-045864,3RD DIVISION
33724,80-16-046074,1ST DIVISION
33725,80-16-045995,5TH DIVISION
33726,80-16-030831,4TH DIVISION
33727,80-16-065045,3RD DIVISION
33728,80-16-064389,4TH DIVISION
33729,80-16-043100,2ND DIVISION
33730,80-16-064869,2ND DIVISION
33731,80-16-044709,3RD DIVISION
33732,80-16-065052,7TH DIVISION
33733,80-16-045568,6TH DIVISION
33734,80-16-064389,4TH DIVISION
33735,80-16-046177,3RD DIVISION
33736,80-16-064879,5TH DIVISION
33737,80-16-065051,4TH DIVISION
33738,80-16-046415,4TH DIVISION
33739,80-16-065118,2ND DIVISION
33740,80-16-045302,4TH DIVISION
33741,80-16-064881,7TH DIVISION
33742,80-16-065042,2ND DIVISION
33743,80-16-045990,4TH DIVISION
33744,80-16-064428,7TH DIVISION
33745,80-16-046219,1ST DIVISION
33746,80-16-064590,1ST DIVISION
33747,80-16-064891,8TH DIVISION
33748,80-16-068198,3RD DIVISION
33749,80-16-046282,3RD DIVISION
33750,80-16-064521,4TH DIVISION
33751,80-16-046217,7TH DIVISION
33752,80-16-065076,4TH DIVISION
33753,80-16-064890,1ST DIVISION
33754,80-16-062005,3RD DIVISION
33755,80-16-046389,2ND DIVISION
33756,80-16-046232,1ST DIVISION
33757,80-16-062629,3RD DIVISION
33758,80-16-064899,3RD DIVISION
33759,80-16-055651,2ND DIVISION
33760,80-16-046294,3RD DIVISION
33761,80-16-046229,7TH DIVISION
33762,80-16-046240,3RD DIVISION
33763,80-16-046239,4TH DIVISION
33764,80-16-046143,6TH DIVISION
33765,80-16-046255,7TH DIVISION
33766,80-16-046258,4TH DIVISION
33767,80-16-046262,6TH DIVISION
33768,80-16-037951,6TH DIVISION
33769,80-16-035545,3RD DIVISION
33770,80-16-036821,5TH DIVISION
33771,80-16-028740,7TH DIVISION
33772,80-16-029005,7TH DIVISION
33773,80-16-037208,1ST DIVISION
33774,80-16-036733,3RD DIVISION
33775,80-16-037957,7TH DIVISION
33776,80-16-037720,1ST DIVISION
33777,80-16-036939,1ST DIVISION
33778,80-16-047537,7TH DIVISION
33779,80-16-048491,1ST DIVISION
33780,80-16-050062,4TH DIVISION
33781,80-16-050043,7TH DIVISION
33782,80-16-049625,2ND DIVISION
33783,80-16-048762,7TH DIVISION
33784,80-16-049192,8TH DIVISION
33785,80-16-049192,8TH DIVISION
33786,80-16-049192,8TH DIVISION
33787,80-16-049472,1ST DIVISION
33788,80-16-036494,3RD DIVISION
33789,80-16-037914,3RD DIVISION
33790,80-16-036248,1ST DIVISION
33791,80-16-037261,3RD DIVISION
33792,80-16-037934,4TH DIVISION
33793,80-16-037927,6TH DIVISION
33794,80-16-037949,7TH DIVISION
33795,80-16-035545,3RD DIVISION
33796,80-16-065075,6TH DIVISION
33797,80-16-064860,1ST DIVISION
33798,80-16-065075,6TH DIVISION
33799,80-16-065057,4TH DIVISION
33800,80-16-037594,2ND DIVISION
33801,80-16-064942,2ND DIVISION
33802,80-16-068402,6TH DIVISION
33803,80-16-045333,1ST DIVISION
33804,80-16-035545,3RD DIVISION
33805,80-16-065128,1ST DIVISION
33806,80-16-068379,8TH DIVISION
33807,80-16-064595,6TH DIVISION
33808,80-16-064763,8TH DIVISION
33809,80-16-028739,7TH DIVISION
33810,80-16-045805,1ST DIVISION
33811,80-16-068382,4TH DIVISION
33812,80-16-063701,4TH DIVISION
33813,80-16-064549,6TH DIVISION
33814,80-16-064555,4TH DIVISION
33815,80-16-064554,2ND DIVISION
33816,80-16-065136,7TH DIVISION
33817,80-16-063712,4TH DIVISION
33818,80-16-063712,4TH DIVISION
33819,80-16-064199,6TH DIVISION
33820,80-16-061802,7TH DIVISION
33821,80-16-064984,4TH DIVISION
33822,80-16-064695,4TH DIVISION
33823,80-16-064326,2ND DIVISION
33824,80-16-064683,2ND DIVISION
33825,80-16-064619,6TH DIVISION
33826,80-16-064647,6TH DIVISION
33827,80-16-064120,2ND DIVISION
33828,80-16-064120,2ND DIVISION
33829,80-16-065148,4TH DIVISION
33830,80-16-065130,3RD DIVISION
33831,80-16-064121,2ND DIVISION
33832,80-16-064547,4TH DIVISION
33833,80-16-064547,4TH DIVISION
33834,80-16-063505,6TH DIVISION
33835,80-16-064443,1ST DIVISION
33836,80-16-064022,1ST DIVISION
33837,80-16-064852,6TH DIVISION
33838,80-16-064747,6TH DIVISION
33839,80-16-065176,8TH DIVISION
33840,80-16-065179,1ST DIVISION
33841,80-16-065189,6TH DIVISION
33842,80-16-065165,7TH DIVISION
33843,80-16-064752,1ST DIVISION
33844,80-16-061495,2ND DIVISION
33845,80-16-046400,3RD DIVISION
33846,80-16-029005,7TH DIVISION
33847,80-16-068419,4TH DIVISION
33848,80-16-064907,8TH DIVISION
33849,80-16-068420,1ST DIVISION
33850,80-16-046402,7TH DIVISION
33851,80-16-037935,8TH DIVISION
33852,80-16-064912,2ND DIVISION
33853,80-16-068184,4TH DIVISION
33854,80-16-046409,1ST DIVISION
33855,80-16-037646,2ND DIVISION
33856,80-16-064919,7TH DIVISION
33857,80-16-068443,4TH DIVISION
33858,80-16-045995,5TH DIVISION
33859,80-16-035677,1ST DIVISION
33860,80-16-064920,6TH DIVISION
33861,80-16-068433,4TH DIVISION
33862,80-16-046006,3RD DIVISION
33863,80-16-037963,6TH DIVISION
33864,80-16-064921,4TH DIVISION
33865,80-16-064934,6TH DIVISION
33866,80-16-064932,2ND DIVISION
33867,80-16-064938,3RD DIVISION
33868,80-16-064922,2ND DIVISION
33869,80-16-064950,8TH DIVISION
33870,80-16-061841,5TH DIVISION
33871,80-16-061538,4TH DIVISION
33872,80-16-064974,5TH DIVISION
33873,80-16-064981,6TH DIVISION
33874,80-16-057149,3RD DIVISION
33875,80-16-060427,1ST DIVISION
33876,80-16-064958,3RD DIVISION
33877,80-16-065012,4TH DIVISION
33878,80-16-065035,2ND DIVISION
33879,80-16-065036,2ND DIVISION
33880,80-16-065034,4TH DIVISION
33881,80-16-065058,2ND DIVISION
33882,80-16-045223,1ST DIVISION
33883,80-16-045223,1ST DIVISION
33884,80-16-045064,7TH DIVISION
33885,80-16-046452,8TH DIVISION
33886,80-16-044477,2ND DIVISION
33887,80-16-044477,2ND DIVISION
33888,80-16-043186,7TH DIVISION
33889,80-16-044465,2ND DIVISION
33890,80-16-044538,2ND DIVISION
33891,80-16-046333,2ND DIVISION
33892,80-16-046596,1ST DIVISION
33893,80-16-046685,5TH DIVISION
33894,80-16-047002,1ST DIVISION
33895,80-16-047208,3RD DIVISION
33896,80-16-047260,4TH DIVISION
33897,80-16-046362,2ND DIVISION
33898,80-16-047348,4TH DIVISION
33899,80-16-047402,2ND DIVISION
33900,80-16-068436,7TH DIVISION
33901,80-16-046006,3RD DIVISION
33902,80-16-037645,3RD DIVISION
33903,80-16-068461,6TH DIVISION
33904,80-16-030831,4TH DIVISION
33905,80-16-068473,2ND DIVISION
33906,80-16-037976,4TH DIVISION
33907,80-16-045568,6TH DIVISION
33908,80-16-068509,5TH DIVISION
33909,80-16-037978,7TH DIVISION
33910,80-16-045568,6TH DIVISION
33911,80-16-068476,5TH DIVISION
33912,80-16-037663,8TH DIVISION
33913,80-16-046417,3RD DIVISION
33914,80-16-059288,2ND DIVISION
33915,80-16-037980,1ST DIVISION
33916,80-16-046336,2ND DIVISION
33917,80-16-046422,2ND DIVISION
33918,80-16-046360,6TH DIVISION
33919,80-16-045287,4TH DIVISION
33920,80-16-046358,7TH DIVISION
33921,80-16-045391,8TH DIVISION
33922,80-16-046368,4TH DIVISION
33923,80-16-046348,4TH DIVISION
33924,80-16-046348,4TH DIVISION
33925,80-16-046234,3RD DIVISION
33926,80-16-042829,2ND DIVISION
33927,80-16-046369,3RD DIVISION
33928,80-16-046104,3RD DIVISION
33929,80-16-046104,3RD DIVISION
33930,80-16-045997,6TH DIVISION
33931,80-16-045997,6TH DIVISION
33932,80-16-044897,2ND DIVISION
33933,80-16-046235,6TH DIVISION
33934,80-16-044897,2ND DIVISION
33935,80-16-045062,4TH DIVISION
33936,80-16-036819,1ST DIVISION
33937,80-16-040094,7TH DIVISION
33938,80-16-046375,4TH DIVISION
33939,80-16-046579,4TH DIVISION
33940,80-16-035535,4TH DIVISION
33941,80-16-046440,4TH DIVISION
33942,80-16-045871,2ND DIVISION
33943,80-16-058971,4TH DIVISION
33944,80-16-058840,2ND DIVISION
33945,80-16-032602,8TH DIVISION
33946,80-16-059614,8TH DIVISION
33947,80-16-059607,7TH DIVISION
33948,80-16-029081,8TH DIVISION
33949,80-16-057641,3RD DIVISION
33950,80-16-037991,5TH DIVISION
33951,80-16-059642,2ND DIVISION
33952,80-16-033722,4TH DIVISION
33953,80-16-059641,1ST DIVISION
33954,80-16-037049,2ND DIVISION
33955,80-16-059654,8TH DIVISION
33956,80-16-034366,6TH DIVISION
33957,80-16-059626,2ND DIVISION
33958,80-16-059675,4TH DIVISION
33959,80-16-053591,4TH DIVISION
33960,80-16-059543,4TH DIVISION
33961,80-16-037572,2ND DIVISION
33962,80-16-036446,1ST DIVISION
33963,80-16-029447,7TH DIVISION
33964,80-16-038091,5TH DIVISION
33965,80-16-049430,4TH DIVISION
33966,80-16-049430,4TH DIVISION
33967,80-16-050070,5TH DIVISION
33968,80-16-049350,3RD DIVISION
33969,80-16-049512,4TH DIVISION
33970,80-16-050073,4TH DIVISION
33971,80-16-049583,4TH DIVISION
33972,80-16-037857,4TH DIVISION
33973,80-16-035878,3RD DIVISION
33974,80-16-037690,2ND DIVISION
33975,80-16-038025,7TH DIVISION
33976,80-16-038023,7TH DIVISION
33977,80-16-037958,8TH DIVISION
33978,80-16-038043,3RD DIVISION
33979,80-16-038090,2ND DIVISION
33980,80-16-038092,6TH DIVISION
33981,80-16-064788,3RD DIVISION
33982,80-16-064948,4TH DIVISION
33983,80-16-064948,4TH DIVISION
33984,80-16-065001,6TH DIVISION
33985,80-16-065001,6TH DIVISION
33986,80-16-064228,6TH DIVISION
33987,80-16-065048,2ND DIVISION
33988,80-16-065162,7TH DIVISION
33989,80-16-065224,4TH DIVISION
33990,80-16-056990,3RD DIVISION
33991,80-16-057042,4TH DIVISION
33992,80-16-057077,5TH DIVISION
33993,80-16-057038,8TH DIVISION
33994,80-16-057063,5TH DIVISION
33995,80-16-057029,7TH DIVISION
33996,80-16-057065,1ST DIVISION
33997,80-16-057027,8TH DIVISION
33998,80-16-057008,4TH DIVISION
33999,80-16-057079,7TH DIVISION
34000,80-16-064781,6TH DIVISION
34001,80-16-050027,3RD DIVISION
34002,80-16-037795,1ST DIVISION
34003,80-16-048992,1ST DIVISION
34004,80-16-064793,3RD DIVISION
34005,80-16-055988,6TH DIVISION
34006,80-16-037711,4TH DIVISION
34007,80-16-037966,4TH DIVISION
34008,80-16-056767,4TH DIVISION
34009,80-16-057058,2ND DIVISION
34010,80-16-065095,4TH DIVISION
34011,80-16-037819,3RD DIVISION
34012,80-16-064792,4TH DIVISION
34013,80-16-056787,4TH DIVISION
34014,80-16-038258,5TH DIVISION
34015,80-16-055988,6TH DIVISION
34016,80-16-056796,1ST DIVISION
34017,80-16-057049,3RD DIVISION
34018,80-16-037728,6TH DIVISION
34019,80-16-064804,4TH DIVISION
34020,80-16-056620,8TH DIVISION
34021,80-16-065119,7TH DIVISION
34022,80-16-036884,1ST DIVISION
34023,80-16-037500,1ST DIVISION
34024,80-16-056429,4TH DIVISION
34025,80-16-064428,7TH DIVISION
34026,80-16-056798,7TH DIVISION
34027,80-16-057153,4TH DIVISION
34028,80-16-037830,6TH DIVISION
34029,80-16-037841,1ST DIVISION
34030,80-16-037851,4TH DIVISION
34031,80-16-037963,6TH DIVISION
34032,80-16-049865,5TH DIVISION
34033,80-16-037773,6TH DIVISION
34034,80-16-064855,1ST DIVISION
34035,80-16-057132,6TH DIVISION
34036,80-16-027542,2ND DIVISION
34037,80-16-002965,2ND DIVISION
34038,80-16-065217,7TH DIVISION
34039,80-16-037963,6TH DIVISION
34040,80-16-043900,2ND DIVISION
34041,80-16-049096,4TH DIVISION
34042,80-16-064568,6TH DIVISION
34043,80-16-055879,6TH DIVISION
34044,80-16-038022,3RD DIVISION
34045,80-16-037509,3RD DIVISION
34046,80-16-029139,7TH DIVISION
34047,80-16-037137,4TH DIVISION
34048,80-16-038029,1ST DIVISION
34049,80-16-037917,2ND DIVISION
34050,80-16-038039,4TH DIVISION
34051,80-16-037093,3RD DIVISION
34052,80-16-037116,3RD DIVISION
34053,80-16-038051,3RD DIVISION
34054,80-16-037572,2ND DIVISION
34055,80-16-048323,METRO LOUISVILLE
34056,80-16-048323,METRO LOUISVILLE
34057,80-16-047319,7TH DIVISION
34058,80-16-037085,6TH DIVISION
34059,80-16-037158,7TH DIVISION
34060,80-16-037669,7TH DIVISION
34061,80-16-037674,6TH DIVISION
34062,80-16-037680,7TH DIVISION
34063,80-16-036464,7TH DIVISION
34064,80-16-037692,8TH DIVISION
34065,80-16-035832,4TH DIVISION
34066,80-16-037697,4TH DIVISION
34067,80-16-037597,1ST DIVISION
34068,80-16-037708,7TH DIVISION
34069,80-16-036422,1ST DIVISION
34070,80-16-037713,6TH DIVISION
34071,80-16-037714,2ND DIVISION
34072,80-16-064428,7TH DIVISION
34073,80-16-063614,1ST DIVISION
34074,80-16-064198,6TH DIVISION
34075,80-16-064595,6TH DIVISION
34076,80-16-065131,1ST DIVISION
34077,80-16-065132,7TH DIVISION
34078,80-16-064156,1ST DIVISION
34079,80-16-064557,5TH DIVISION
34080,80-16-063712,4TH DIVISION
34081,80-16-064651,4TH DIVISION
34082,80-16-064745,8TH DIVISION
34083,80-16-064645,1ST DIVISION
34084,80-16-064551,3RD DIVISION
34085,80-16-064770,3RD DIVISION
34086,80-16-064782,4TH DIVISION
34087,80-16-064749,1ST DIVISION
34088,80-16-064811,2ND DIVISION
34089,80-16-064812,2ND DIVISION
34090,80-16-037964,4TH DIVISION
34091,80-16-064437,2ND DIVISION
34092,80-16-055693,1ST DIVISION
34093,80-16-048428,1ST DIVISION
34094,80-16-049949,6TH DIVISION
34095,80-16-064863,1ST DIVISION
34096,80-16-043926,7TH DIVISION
34097,80-16-043872,6TH DIVISION
34098,80-16-065090,6TH DIVISION
34099,80-16-065147,4TH DIVISION
34100,80-16-065215,3RD DIVISION
34101,80-16-065246,8TH DIVISION
34102,80-16-065250,4TH DIVISION
34103,80-16-065234,3RD DIVISION
34104,80-16-065257,7TH DIVISION
34105,80-16-065261,4TH DIVISION
34106,80-16-065237,2ND DIVISION
34107,80-16-065200,1ST DIVISION
34108,80-16-065247,7TH DIVISION
34109,80-16-065236,8TH DIVISION
34110,80-16-065273,2ND DIVISION
34111,80-16-065284,5TH DIVISION
34112,80-16-065307,4TH DIVISION
34113,80-16-065296,3RD DIVISION
34114,80-16-065309,5TH DIVISION
34115,80-16-065321,7TH DIVISION
34116,80-16-056989,5TH DIVISION
34117,80-16-057068,4TH DIVISION
34118,80-16-057089,7TH DIVISION
34119,80-16-057088,6TH DIVISION
34120,80-16-057096,8TH DIVISION
34121,80-16-057100,8TH DIVISION
34122,80-16-055223,1ST DIVISION
34123,80-16-055525,2ND DIVISION
34124,80-16-055525,2ND DIVISION
34125,80-16-057119,7TH DIVISION
34126,80-16-057116,8TH DIVISION
34127,80-16-057120,7TH DIVISION
34128,80-16-057129,1ST DIVISION
34129,80-16-055924,1ST DIVISION
34130,80-16-055924,1ST DIVISION
34131,80-16-057137,7TH DIVISION
34132,80-16-057138,2ND DIVISION
34133,80-16-052737,1ST DIVISION
34134,80-16-056051,1ST DIVISION
34135,80-16-055220,1ST DIVISION
34136,80-16-054433,4TH DIVISION
34137,80-16-056676,2ND DIVISION
34138,80-16-055076,3RD DIVISION
34139,80-16-055693,1ST DIVISION
34140,80-16-049951,1ST DIVISION
34141,80-16-057130,4TH DIVISION
34142,80-16-064873,4TH DIVISION
34143,80-16-049676,7TH DIVISION
34144,80-16-049705,1ST DIVISION
34145,80-16-049886,7TH DIVISION
34146,80-16-048428,1ST DIVISION
34147,80-16-055693,1ST DIVISION
34148,80-16-055446,2ND DIVISION
34149,80-16-049900,8TH DIVISION
34150,80-16-049967,4TH DIVISION
34151,80-16-055576,1ST DIVISION
34152,80-16-056785,3RD DIVISION
34153,80-16-037645,3RD DIVISION
34154,80-16-055446,2ND DIVISION
34155,80-16-049516,5TH DIVISION
34156,80-16-049975,2ND DIVISION
34157,80-16-056736,5TH DIVISION
34158,80-16-049978,4TH DIVISION
34159,80-16-056048,2ND DIVISION
34160,80-16-037645,3RD DIVISION
34161,80-16-058089,1ST DIVISION
34162,80-16-056560,1ST DIVISION
34163,80-16-049947,3RD DIVISION
34164,80-16-055187,8TH DIVISION
34165,80-16-049942,3RD DIVISION
34166,80-16-029843,2ND DIVISION
34167,80-16-059555,2ND DIVISION
34168,80-16-056476,2ND DIVISION
34169,80-16-053836,7TH DIVISION
34170,80-16-050001,4TH DIVISION
34171,80-16-037514,8TH DIVISION
34172,80-16-059556,5TH DIVISION
34173,80-16-056601,7TH DIVISION
34174,80-16-055968,2ND DIVISION
34175,80-16-048462,6TH DIVISION
34176,80-16-029081,8TH DIVISION
34177,80-16-045010,8TH DIVISION
34178,80-16-059569,2ND DIVISION
34179,80-16-059577,4TH DIVISION
34180,80-16-055112,6TH DIVISION
34181,80-16-059578,2ND DIVISION
34182,80-16-059152,3RD DIVISION
34183,80-16-059586,7TH DIVISION
34184,80-16-059585,5TH DIVISION
34185,80-16-056155,2ND DIVISION
34186,80-16-059584,4TH DIVISION
34187,80-16-059596,3RD DIVISION
34188,80-16-059259,1ST DIVISION
34189,80-16-056773,3RD DIVISION
34190,80-16-058018,7TH DIVISION
34191,80-16-059617,4TH DIVISION
34192,80-16-059629,4TH DIVISION
34193,80-16-058820,7TH DIVISION
34194,80-16-059637,4TH DIVISION
34195,80-16-059652,5TH DIVISION
34196,80-16-059653,6TH DIVISION
34197,80-16-059668,2ND DIVISION
34198,80-16-059687,5TH DIVISION
34199,80-16-059711,6TH DIVISION
34200,80-16-059606,4TH DIVISION
34201,80-16-059687,5TH DIVISION
34202,80-16-059746,3RD DIVISION
34203,80-16-059746,3RD DIVISION
34204,80-16-068053,2ND DIVISION
34205,80-16-068279,1ST DIVISION
34206,80-16-068334,4TH DIVISION
34207,80-16-068339,7TH DIVISION
34208,80-16-068340,3RD DIVISION
34209,80-16-068161,3RD DIVISION
34210,80-16-066738,4TH DIVISION
34211,80-16-068331,3RD DIVISION
34212,80-16-068331,3RD DIVISION
34213,80-16-068348,5TH DIVISION
34214,80-16-066552,2ND DIVISION
34215,80-16-056753,3RD DIVISION
34216,80-16-056823,2ND DIVISION
34217,80-16-037940,3RD DIVISION
34218,80-16-037992,3RD DIVISION
34219,80-16-037999,3RD DIVISION
