dr_id,INCIDENT_NUMBER,LMPD_DIVISION
34220,80-16-049359,2ND DIVISION
34221,80-16-049516,5TH DIVISION
34222,80-16-056755,5TH DIVISION
34223,80-16-055664,3RD DIVISION
34224,80-16-037857,4TH DIVISION
34225,80-16-048513,4TH DIVISION
34226,80-16-049940,3RD DIVISION
34227,80-16-056757,7TH DIVISION
34228,80-16-056839,6TH DIVISION
34229,80-16-037363,2ND DIVISION
34230,80-16-035878,3RD DIVISION
34231,80-16-037967,7TH DIVISION
34232,80-16-036158,7TH DIVISION
34233,80-16-038013,4TH DIVISION
34234,80-16-037690,2ND DIVISION
34235,80-16-038024,6TH DIVISION
34236,80-16-065079,2ND DIVISION
34237,80-16-064722,3RD DIVISION
34238,80-16-065102,4TH DIVISION
34239,80-16-065104,6TH DIVISION
34240,80-16-065031,3RD DIVISION
34241,80-16-063695,2ND DIVISION
34242,80-16-064704,2ND DIVISION
34243,80-16-064710,8TH DIVISION
34244,80-16-064712,7TH DIVISION
34245,80-16-064717,3RD DIVISION
34246,80-16-057057,4TH DIVISION
34247,80-16-057003,6TH DIVISION
34248,80-16-057086,7TH DIVISION
34249,80-16-056673,1ST DIVISION
34250,80-16-065010,2ND DIVISION
34251,80-16-065015,2ND DIVISION
34252,80-16-065075,6TH DIVISION
34253,80-16-065075,6TH DIVISION
34254,80-16-065075,6TH DIVISION
34255,80-16-065055,4TH DIVISION
34256,80-16-065055,4TH DIVISION
34257,80-16-065025,4TH DIVISION
34258,80-16-064682,1ST DIVISION
34259,80-16-064577,5TH DIVISION
34260,80-16-064443,1ST DIVISION
34261,80-16-050009,2ND DIVISION
34262,80-16-056766,3RD DIVISION
34263,80-16-049829,1ST DIVISION
34264,80-16-056811,2ND DIVISION
34265,80-16-054916,1ST DIVISION
34266,80-16-049568,8TH DIVISION
34267,80-16-049969,2ND DIVISION
34268,80-16-063712,4TH DIVISION
34269,80-16-056842,3RD DIVISION
34270,80-16-049988,1ST DIVISION
34271,80-16-049776,3RD DIVISION
34272,80-16-063712,4TH DIVISION
34273,80-16-049787,6TH DIVISION
34274,80-16-037331,1ST DIVISION
34275,80-16-049968,4TH DIVISION
34276,80-16-063712,4TH DIVISION
34277,80-16-049811,3RD DIVISION
34278,80-16-037666,4TH DIVISION
34279,80-16-049998,7TH DIVISION
34280,80-16-065139,4TH DIVISION
34281,80-16-065140,4TH DIVISION
34282,80-16-063712,4TH DIVISION
34283,80-16-064199,6TH DIVISION
34284,80-16-064199,6TH DIVISION
34285,80-16-064093,3RD DIVISION
34286,80-16-063864,2ND DIVISION
34287,80-16-063864,2ND DIVISION
34288,80-16-064120,2ND DIVISION
34289,80-16-064564,METRO LOUISVILLE
34290,80-16-046570,1ST DIVISION
34291,80-16-057110,7TH DIVISION
34292,80-16-057108,1ST DIVISION
34293,80-16-055253,4TH DIVISION
34294,80-16-055157,7TH DIVISION
34295,80-16-055924,1ST DIVISION
34296,80-16-055924,1ST DIVISION
34297,80-16-055924,1ST DIVISION
34298,80-16-047115,7TH DIVISION
34299,80-16-055844,4TH DIVISION
34300,80-16-055844,4TH DIVISION
34301,80-16-057139,1ST DIVISION
34302,80-16-056153,2ND DIVISION
34303,80-16-054849,6TH DIVISION
34304,80-16-054849,6TH DIVISION
34305,80-16-056782,8TH DIVISION
34306,80-16-056745,5TH DIVISION
34307,80-16-056394,3RD DIVISION
34308,80-16-056189,2ND DIVISION
34309,80-16-049817,2ND DIVISION
34310,80-16-037231,7TH DIVISION
34311,80-16-028800,3RD DIVISION
34312,80-16-048513,4TH DIVISION
34313,80-16-049828,3RD DIVISION
34314,80-16-037653,3RD DIVISION
34315,80-16-049834,5TH DIVISION
34316,80-16-049359,2ND DIVISION
34317,80-16-037671,3RD DIVISION
34318,80-16-049835,6TH DIVISION
34319,80-16-050007,1ST DIVISION
34320,80-16-037675,6TH DIVISION
34321,80-16-049840,4TH DIVISION
34322,80-16-049988,1ST DIVISION
34323,80-16-037682,3RD DIVISION
34324,80-16-049842,5TH DIVISION
34325,80-16-049988,1ST DIVISION
34326,80-16-037392,7TH DIVISION
34327,80-16-049853,3RD DIVISION
34328,80-16-049843,4TH DIVISION
34329,80-16-037864,2ND DIVISION
34330,80-16-038066,3RD DIVISION
34331,80-16-038123,8TH DIVISION
34332,80-16-038120,5TH DIVISION
34333,80-16-038135,1ST DIVISION
34334,80-16-038133,4TH DIVISION
34335,80-16-038166,6TH DIVISION
34336,80-16-038166,6TH DIVISION
34337,80-16-038168,8TH DIVISION
34338,80-16-038154,1ST DIVISION
34339,80-16-038174,3RD DIVISION
34340,80-16-038095,4TH DIVISION
34341,80-16-038198,1ST DIVISION
34342,80-16-038215,2ND DIVISION
34343,80-16-038214,7TH DIVISION
34344,80-16-038209,7TH DIVISION
34345,80-16-038230,6TH DIVISION
34346,80-16-037705,METRO LOUISVILLE
34347,80-16-038251,8TH DIVISION
34348,80-16-038252,1ST DIVISION
34349,80-16-037209,1ST DIVISION
34350,80-16-038256,6TH DIVISION
34351,80-16-037005,1ST DIVISION
34352,80-16-049715,1ST DIVISION
34353,80-16-047991,1ST DIVISION
34354,80-16-048711,1ST DIVISION
34355,80-16-034159,3RD DIVISION
34356,80-16-048479,7TH DIVISION
34357,80-16-048482,7TH DIVISION
34358,80-16-034042,4TH DIVISION
34359,80-16-048482,7TH DIVISION
34360,80-16-034042,4TH DIVISION
34361,80-16-037683,4TH DIVISION
34362,80-16-037262,1ST DIVISION
34363,80-16-037597,1ST DIVISION
34364,80-16-036422,1ST DIVISION
34365,80-16-036422,1ST DIVISION
34366,80-16-036011,2ND DIVISION
34367,80-16-036011,2ND DIVISION
34368,80-16-036924,7TH DIVISION
34369,80-16-035617,7TH DIVISION
34370,80-16-037741,2ND DIVISION
34371,80-16-037742,4TH DIVISION
34372,80-16-037746,8TH DIVISION
34373,80-16-037791,4TH DIVISION
34374,80-16-037790,1ST DIVISION
34375,80-16-037789,6TH DIVISION
34376,80-16-037789,6TH DIVISION
34377,80-16-037770,7TH DIVISION
34378,80-16-037805,1ST DIVISION
34379,80-16-037823,8TH DIVISION
34380,80-16-048898,4TH DIVISION
34381,80-16-048787,8TH DIVISION
34382,80-16-048787,8TH DIVISION
34383,80-16-048455,4TH DIVISION
34384,80-16-050026,7TH DIVISION
34385,80-16-050029,4TH DIVISION
34386,80-16-047074,7TH DIVISION
34387,80-16-049522,4TH DIVISION
34388,80-16-049507,1ST DIVISION
34389,80-16-050049,8TH DIVISION
34390,80-16-049178,1ST DIVISION
34391,80-16-049300,2ND DIVISION
34392,80-16-049218,1ST DIVISION
34393,80-16-049772,5TH DIVISION
34394,80-16-050058,2ND DIVISION
34395,80-16-049496,6TH DIVISION
34396,80-16-048208,2ND DIVISION
34397,80-16-048208,2ND DIVISION
34398,80-16-050027,3RD DIVISION
34399,80-16-049088,3RD DIVISION
34400,80-16-068070,4TH DIVISION
34401,80-16-038044,6TH DIVISION
34402,80-16-066688,3RD DIVISION
34403,80-16-038047,5TH DIVISION
34404,80-16-037332,2ND DIVISION
34405,80-16-068372,8TH DIVISION
34406,80-16-038060,3RD DIVISION
34407,80-16-057055,6TH DIVISION
34408,80-16-068132,6TH DIVISION
34409,80-16-037504,4TH DIVISION
34410,80-16-049813,2ND DIVISION
34411,80-16-038072,3RD DIVISION
34412,80-16-037873,6TH DIVISION
34413,80-16-043141,7TH DIVISION
34414,80-16-038227,4TH DIVISION
34415,80-16-057072,2ND DIVISION
34416,80-16-057056,6TH DIVISION
34417,80-16-064884,7TH DIVISION
34418,80-16-064896,2ND DIVISION
34419,80-16-064876,3RD DIVISION
34420,80-16-064916,8TH DIVISION
34421,80-16-064751,7TH DIVISION
34422,80-16-063383,2ND DIVISION
34423,80-16-064937,7TH DIVISION
34424,80-16-064947,7TH DIVISION
34425,80-16-064945,4TH DIVISION
34426,80-16-064953,1ST DIVISION
34427,80-16-064882,1ST DIVISION
34428,80-16-064955,3RD DIVISION
34429,80-16-064893,3RD DIVISION
34430,80-16-064935,3RD DIVISION
34431,80-16-064904,3RD DIVISION
34432,80-16-064956,5TH DIVISION
34433,80-16-064902,3RD DIVISION
34434,80-16-064903,4TH DIVISION
34435,80-16-064894,1ST DIVISION
34436,80-16-064894,1ST DIVISION
34437,80-16-050065,4TH DIVISION
34438,80-16-048502,1ST DIVISION
34439,80-16-048502,1ST DIVISION
34440,80-16-050064,2ND DIVISION
34441,80-16-049877,7TH DIVISION
34442,80-16-050066,6TH DIVISION
34443,80-16-049820,2ND DIVISION
34444,80-16-047821,1ST DIVISION
34445,80-16-037706,2ND DIVISION
34446,80-16-037721,4TH DIVISION
34447,80-16-035865,3RD DIVISION
34448,80-16-037615,2ND DIVISION
34449,80-16-037723,6TH DIVISION
34450,80-16-036924,7TH DIVISION
34451,80-16-037733,2ND DIVISION
34452,80-16-037526,4TH DIVISION
34453,80-16-036440,1ST DIVISION
34454,80-16-037777,6TH DIVISION
34455,80-16-037626,3RD DIVISION
34456,80-16-037626,3RD DIVISION
34457,80-16-037801,4TH DIVISION
34458,80-16-037820,8TH DIVISION
34459,80-16-037803,1ST DIVISION
34460,80-16-037839,7TH DIVISION
34461,80-16-037831,6TH DIVISION
34462,80-16-037850,6TH DIVISION
34463,80-16-037853,4TH DIVISION
34464,80-16-066173,2ND DIVISION
34465,80-16-037112,4TH DIVISION
34466,80-16-037861,6TH DIVISION
34467,80-16-050095,5TH DIVISION
34468,80-16-045274,4TH DIVISION
34469,80-16-036727,1ST DIVISION
34470,80-16-037880,6TH DIVISION
34471,80-16-025838,8TH DIVISION
34472,80-16-037824,3RD DIVISION
34473,80-16-037942,4TH DIVISION
34474,80-16-037921,7TH DIVISION
34475,80-16-037959,1ST DIVISION
34476,80-16-025117,4TH DIVISION
34477,80-16-036948,1ST DIVISION
34478,80-16-037369,7TH DIVISION
34479,80-16-037536,7TH DIVISION
34480,80-16-037983,3RD DIVISION
34481,80-16-036747,7TH DIVISION
34482,80-16-037996,4TH DIVISION
34483,80-16-037568,6TH DIVISION
34484,80-16-038006,2ND DIVISION
34485,80-16-038017,8TH DIVISION
34486,80-16-036826,1ST DIVISION
34487,80-16-038020,4TH DIVISION
34488,80-16-038045,8TH DIVISION
34489,80-16-038058,6TH DIVISION
34490,80-16-038075,8TH DIVISION
34491,80-16-038084,3RD DIVISION
34492,80-16-038098,3RD DIVISION
34493,80-16-027727,4TH DIVISION
34494,80-16-050018,6TH DIVISION
34495,80-16-044445,6TH DIVISION
34496,80-16-044445,6TH DIVISION
34497,80-16-044445,6TH DIVISION
34498,80-16-044445,6TH DIVISION
34499,80-16-043900,2ND DIVISION
34500,80-16-043900,2ND DIVISION
34501,80-16-043900,2ND DIVISION
34502,80-16-037986,4TH DIVISION
34503,80-16-037715,5TH DIVISION
34504,80-16-037973,3RD DIVISION
34505,80-16-037973,3RD DIVISION
34506,80-16-037987,2ND DIVISION
34507,80-16-038007,4TH DIVISION
34508,80-16-038008,7TH DIVISION
34509,80-16-037993,8TH DIVISION
34510,80-16-036786,4TH DIVISION
34511,80-16-033458,2ND DIVISION
34512,80-16-036826,1ST DIVISION
34513,80-16-038026,4TH DIVISION
34514,80-16-037134,4TH DIVISION
34515,80-16-038028,1ST DIVISION
34516,80-16-038036,3RD DIVISION
34517,80-16-029719,3RD DIVISION
34518,80-16-068370,6TH DIVISION
34519,80-16-030223,2ND DIVISION
34520,80-16-050108,6TH DIVISION
34521,80-16-045362,8TH DIVISION
34522,80-16-037860,1ST DIVISION
34523,80-16-037892,1ST DIVISION
34524,80-16-038057,3RD DIVISION
34525,80-16-068380,3RD DIVISION
34526,80-16-038050,7TH DIVISION
34527,80-16-037881,2ND DIVISION
34528,80-16-037848,3RD DIVISION
34529,80-16-050107,3RD DIVISION
34530,80-16-046157,1ST DIVISION
34531,80-16-050116,8TH DIVISION
34532,80-16-068389,2ND DIVISION
34533,80-16-037704,1ST DIVISION
34534,80-16-037883,3RD DIVISION
34535,80-16-038088,3RD DIVISION
34536,80-16-046099,4TH DIVISION
34537,80-16-050093,7TH DIVISION
34538,80-16-068390,8TH DIVISION
34539,80-16-064926,4TH DIVISION
34540,80-16-064965,7TH DIVISION
34541,80-16-064962,4TH DIVISION
34542,80-16-064989,2ND DIVISION
34543,80-16-064967,3RD DIVISION
34544,80-16-064990,5TH DIVISION
34545,80-16-065008,2ND DIVISION
34546,80-16-064865,2ND DIVISION
34547,80-16-065059,6TH DIVISION
34548,80-16-065040,1ST DIVISION
34549,80-16-065054,1ST DIVISION
34550,80-16-065062,8TH DIVISION
34551,80-16-065070,1ST DIVISION
34552,80-16-065073,4TH DIVISION
34553,80-16-065073,4TH DIVISION
34554,80-16-065105,7TH DIVISION
34555,80-16-058781,2ND DIVISION
34556,80-16-065096,5TH DIVISION
34557,80-16-064612,2ND DIVISION
34558,80-16-063837,2ND DIVISION
34559,80-16-065110,6TH DIVISION
34560,80-16-063842,1ST DIVISION
34561,80-16-065113,3RD DIVISION
34562,80-16-064814,4TH DIVISION
34563,80-16-063838,2ND DIVISION
34564,80-16-064528,7TH DIVISION
34565,80-16-065124,3RD DIVISION
34566,80-16-064237,1ST DIVISION
34567,80-16-064237,1ST DIVISION
34568,80-16-036584,6TH DIVISION
34569,80-16-038298,7TH DIVISION
34570,80-16-036911,1ST DIVISION
34571,80-16-038003,2ND DIVISION
34572,80-16-037595,3RD DIVISION
34573,80-16-026844,1ST DIVISION
34574,80-16-038031,4TH DIVISION
34575,80-16-037899,3RD DIVISION
34576,80-16-038216,6TH DIVISION
34577,80-16-035416,4TH DIVISION
34578,80-16-037884,1ST DIVISION
34579,80-16-037884,1ST DIVISION
34580,80-16-036584,6TH DIVISION
34581,80-16-036584,6TH DIVISION
34582,80-16-035128,6TH DIVISION
34583,80-16-038295,4TH DIVISION
34584,80-16-046153,3RD DIVISION
34585,80-16-037904,3RD DIVISION
34586,80-16-050106,1ST DIVISION
34587,80-16-038129,6TH DIVISION
34588,80-16-038160,4TH DIVISION
34589,80-16-066981,1ST DIVISION
34590,80-16-030173,2ND DIVISION
34591,80-16-045011,8TH DIVISION
34592,80-16-032564,6TH DIVISION
34593,80-16-048809,6TH DIVISION
34594,80-16-038183,5TH DIVISION
34595,80-16-068399,5TH DIVISION
34596,80-16-044569,7TH DIVISION
34597,80-16-066362,3RD DIVISION
34598,80-16-050120,1ST DIVISION
34599,80-16-037332,2ND DIVISION
34600,80-16-038211,7TH DIVISION
34601,80-16-046192,5TH DIVISION
34602,80-16-066695,3RD DIVISION
34603,80-16-049785,4TH DIVISION
34604,80-16-037922,7TH DIVISION
34605,80-16-038225,5TH DIVISION
34606,80-16-046194,7TH DIVISION
34607,80-16-068423,7TH DIVISION
34608,80-16-050128,3RD DIVISION
34609,80-16-047538,7TH DIVISION
34610,80-16-050146,6TH DIVISION
34611,80-16-050109,3RD DIVISION
34612,80-16-049588,4TH DIVISION
34613,80-16-048667,3RD DIVISION
34614,80-16-050180,4TH DIVISION
34615,80-16-050181,4TH DIVISION
34616,80-16-050158,7TH DIVISION
34617,80-16-050190,6TH DIVISION
34618,80-16-050183,6TH DIVISION
34619,80-16-050191,7TH DIVISION
34620,80-16-049982,3RD DIVISION
34621,80-16-050226,2ND DIVISION
34622,80-16-050239,2ND DIVISION
34623,80-16-038112,6TH DIVISION
34624,80-16-038119,8TH DIVISION
34625,80-16-038143,6TH DIVISION
34626,80-16-037044,3RD DIVISION
34627,80-16-038164,6TH DIVISION
34628,80-16-038188,1ST DIVISION
34629,80-16-038199,3RD DIVISION
34630,80-16-038194,6TH DIVISION
34631,80-16-038219,3RD DIVISION
34632,80-16-038195,4TH DIVISION
34633,80-16-038232,3RD DIVISION
34634,80-16-038218,4TH DIVISION
34635,80-16-038216,6TH DIVISION
34636,80-16-038244,4TH DIVISION
34637,80-16-037857,4TH DIVISION
34638,80-16-037857,4TH DIVISION
34639,80-16-037857,4TH DIVISION
34640,80-16-038250,5TH DIVISION
34641,80-16-030223,2ND DIVISION
34642,80-16-038257,3RD DIVISION
34643,80-16-037477,6TH DIVISION
34644,80-16-037477,6TH DIVISION
34645,80-16-037595,3RD DIVISION
34646,80-16-037595,3RD DIVISION
34647,80-16-037595,3RD DIVISION
34648,80-16-046183,METRO LOUISVILLE
34649,80-16-037656,2ND DIVISION
34650,80-16-068431,8TH DIVISION
34651,80-16-054797,6TH DIVISION
34652,80-16-055610,3RD DIVISION
34653,80-16-046270,4TH DIVISION
34654,80-16-046220,5TH DIVISION
34655,80-16-054582,2ND DIVISION
34656,80-16-037930,6TH DIVISION
34657,80-16-034715,5TH DIVISION
34658,80-16-046244,1ST DIVISION
34659,80-16-055126,6TH DIVISION
34660,80-16-056851,7TH DIVISION
34661,80-16-055126,6TH DIVISION
34662,80-16-056810,5TH DIVISION
34663,80-16-054195,1ST DIVISION
34664,80-16-054195,1ST DIVISION
34665,80-16-053512,1ST DIVISION
34666,80-16-056871,4TH DIVISION
34667,80-16-053512,1ST DIVISION
34668,80-16-053512,1ST DIVISION
34669,80-16-054571,2ND DIVISION
34670,80-16-056853,2ND DIVISION
34671,80-16-056864,6TH DIVISION
34672,80-16-056892,7TH DIVISION
34673,80-16-056910,6TH DIVISION
34674,80-16-056909,8TH DIVISION
34675,80-16-056919,6TH DIVISION
34676,80-16-056918,3RD DIVISION
34677,80-16-056933,1ST DIVISION
34678,80-16-056948,3RD DIVISION
34679,80-16-056961,6TH DIVISION
34680,80-16-056954,3RD DIVISION
34681,80-16-056950,4TH DIVISION
34682,80-16-056841,3RD DIVISION
34683,80-16-056403,6TH DIVISION
34684,80-16-056993,4TH DIVISION
34685,80-16-056992,3RD DIVISION
34686,80-16-055619,1ST DIVISION
34687,80-16-057007,2ND DIVISION
34688,80-16-056986,3RD DIVISION
34689,80-16-057061,7TH DIVISION
34690,80-16-057029,7TH DIVISION
34691,80-16-037088,2ND DIVISION
34692,80-16-034469,6TH DIVISION
34693,80-16-046241,5TH DIVISION
34694,80-16-033991,2ND DIVISION
34695,80-16-033838,2ND DIVISION
34696,80-16-032328,1ST DIVISION
34697,80-16-034745,3RD DIVISION
34698,80-16-030877,6TH DIVISION
34699,80-16-032356,1ST DIVISION
34700,80-16-034750,6TH DIVISION
34701,80-16-034773,6TH DIVISION
34702,80-16-034785,5TH DIVISION
34703,80-16-031852,3RD DIVISION
34704,80-16-034816,8TH DIVISION
34705,80-16-034825,6TH DIVISION
34706,80-16-034835,2ND DIVISION
34707,80-16-034811,1ST DIVISION
34708,80-16-034848,7TH DIVISION
34709,80-16-034846,4TH DIVISION
34710,80-16-034836,4TH DIVISION
34711,80-16-034777,1ST DIVISION
34712,80-16-034777,1ST DIVISION
34713,80-16-034886,7TH DIVISION
34714,80-16-034855,7TH DIVISION
34715,80-16-045836,4TH DIVISION
34716,80-16-046108,8TH DIVISION
34717,80-16-046122,8TH DIVISION
34718,80-16-045147,2ND DIVISION
34719,80-16-045994,8TH DIVISION
34720,80-16-046007,7TH DIVISION
34721,80-16-044205,2ND DIVISION
34722,80-16-045395,1ST DIVISION
34723,80-16-045164,7TH DIVISION
34724,80-16-046145,4TH DIVISION
34725,80-16-046138,2ND DIVISION
34726,80-16-036712,2ND DIVISION
34727,80-16-046155,1ST DIVISION
34728,80-16-037946,5TH DIVISION
34729,80-16-046190,6TH DIVISION
34730,80-16-036833,4TH DIVISION
34731,80-16-046256,8TH DIVISION
34732,80-16-037859,8TH DIVISION
34733,80-16-046195,1ST DIVISION
34734,80-16-037953,8TH DIVISION
34735,80-16-046269,3RD DIVISION
34736,80-16-037954,2ND DIVISION
34737,80-16-046272,7TH DIVISION
34738,80-16-036878,7TH DIVISION
34739,80-16-044240,5TH DIVISION
34740,80-16-037955,4TH DIVISION
34741,80-16-037086,4TH DIVISION
34742,80-16-037959,1ST DIVISION
34743,80-16-037890,5TH DIVISION
34744,80-16-038242,1ST DIVISION
34745,80-16-036064,1ST DIVISION
34746,80-16-037417,3RD DIVISION
34747,80-16-033830,8TH DIVISION
34748,80-16-037734,1ST DIVISION
34749,80-16-038059,4TH DIVISION
34750,80-16-037545,5TH DIVISION
34751,80-16-038220,1ST DIVISION
34752,80-16-037882,2ND DIVISION
34753,80-16-037637,2ND DIVISION
34754,80-16-038268,5TH DIVISION
34755,80-16-037879,3RD DIVISION
34756,80-16-037933,4TH DIVISION
34757,80-16-037908,6TH DIVISION
34758,80-16-038086,6TH DIVISION
34759,80-16-038016,5TH DIVISION
34760,80-16-037379,2ND DIVISION
34761,80-16-037888,3RD DIVISION
34762,80-16-038089,8TH DIVISION
34763,80-16-038034,4TH DIVISION
34764,80-16-038034,4TH DIVISION
34765,80-16-038293,5TH DIVISION
34766,80-16-037194,4TH DIVISION
34767,80-16-038264,8TH DIVISION
34768,80-16-037876,1ST DIVISION
34769,80-16-049583,4TH DIVISION
34770,80-16-050081,7TH DIVISION
34771,80-16-037960,6TH DIVISION
34772,80-16-037961,5TH DIVISION
34773,80-16-037962,1ST DIVISION
34774,80-16-036945,1ST DIVISION
34775,80-16-037968,6TH DIVISION
34776,80-16-048482,7TH DIVISION
34777,80-16-048482,7TH DIVISION
34778,80-16-050028,6TH DIVISION
34779,80-16-047658,7TH DIVISION
34780,80-16-047658,7TH DIVISION
34781,80-16-050035,7TH DIVISION
34782,80-16-048141,4TH DIVISION
34783,80-16-048141,4TH DIVISION
34784,80-16-047904,2ND DIVISION
34785,80-16-050054,7TH DIVISION
34786,80-16-049765,4TH DIVISION
34787,80-16-048502,1ST DIVISION
34788,80-16-049877,7TH DIVISION
34789,80-16-049877,7TH DIVISION
34790,80-16-048502,1ST DIVISION
34791,80-16-049655,2ND DIVISION
34792,80-16-049655,2ND DIVISION
34793,80-16-047821,1ST DIVISION
34794,80-16-048816,4TH DIVISION
34795,80-16-037870,7TH DIVISION
34796,80-16-037570,7TH DIVISION
34797,80-16-037571,4TH DIVISION
34798,80-16-037907,3RD DIVISION
34799,80-16-037496,4TH DIVISION
34800,80-16-050092,6TH DIVISION
34801,80-16-050112,6TH DIVISION
34802,80-16-049353,4TH DIVISION
34803,80-16-047916,6TH DIVISION
34804,80-16-050102,7TH DIVISION
34805,80-16-049350,3RD DIVISION
34806,80-16-048822,3RD DIVISION
34807,80-16-038210,1ST DIVISION
34808,80-16-059778,4TH DIVISION
34809,80-16-057049,3RD DIVISION
34810,80-16-064528,7TH DIVISION
34811,80-16-068102,4TH DIVISION
34812,80-16-050154,3RD DIVISION
34813,80-16-049376,4TH DIVISION
34814,80-16-049915,4TH DIVISION
34815,80-16-047167,2ND DIVISION
34816,80-16-047167,2ND DIVISION
34817,80-16-049361,6TH DIVISION
34818,80-16-049441,2ND DIVISION
34819,80-16-044445,6TH DIVISION
34820,80-16-049470,2ND DIVISION
34821,80-16-049476,8TH DIVISION
34822,80-16-049536,2ND DIVISION
34823,80-16-050055,6TH DIVISION
34824,80-16-049603,7TH DIVISION
34825,80-16-065123,5TH DIVISION
34826,80-16-063873,METRO LOUISVILLE
34827,80-16-062833,6TH DIVISION
34828,80-16-064214,2ND DIVISION
34829,80-16-065134,1ST DIVISION
34830,80-16-060235,2ND DIVISION
34831,80-16-060235,2ND DIVISION
34832,80-16-065141,5TH DIVISION
34833,80-16-064144,7TH DIVISION
34834,80-16-065002,5TH DIVISION
34835,80-16-065135,2ND DIVISION
34836,80-16-064405,2ND DIVISION
34837,80-16-064405,2ND DIVISION
34838,80-16-064801,3RD DIVISION
34839,80-16-064801,3RD DIVISION
34840,80-16-065133,2ND DIVISION
34841,80-16-064522,2ND DIVISION
34842,80-16-065143,4TH DIVISION
34843,80-16-064666,7TH DIVISION
34844,80-16-065149,4TH DIVISION
34845,80-16-065137,7TH DIVISION
34846,80-16-064943,6TH DIVISION
34847,80-16-065150,3RD DIVISION
34848,80-16-054900,2ND DIVISION
34849,80-16-057151,3RD DIVISION
34850,80-16-055199,2ND DIVISION
34851,80-16-065319,2ND DIVISION
34852,80-16-065305,4TH DIVISION
34853,80-16-065431,1ST DIVISION
34854,80-16-065433,4TH DIVISION
34855,80-16-065381,4TH DIVISION
34856,80-16-065432,4TH DIVISION
34857,80-16-065365,3RD DIVISION
34858,80-16-055220,1ST DIVISION
34859,80-16-057109,3RD DIVISION
34860,80-16-043658,5TH DIVISION
34861,80-16-050123,5TH DIVISION
34862,80-16-033085,3RD DIVISION
34863,80-16-038212,7TH DIVISION
34864,80-16-050161,6TH DIVISION
34865,80-16-063750,3RD DIVISION
34866,80-16-067990,8TH DIVISION
34867,80-16-067401,3RD DIVISION
34868,80-16-052718,3RD DIVISION
34869,80-16-068386,6TH DIVISION
34870,80-16-068393,5TH DIVISION
34871,80-16-066415,4TH DIVISION
34872,80-16-065632,5TH DIVISION
34873,80-16-067539,6TH DIVISION
34874,80-16-066739,1ST DIVISION
34875,80-16-068409,3RD DIVISION
34876,80-16-067189,6TH DIVISION
34877,80-16-068465,8TH DIVISION
34878,80-16-068358,4TH DIVISION
34879,80-16-068467,4TH DIVISION
34880,80-16-068442,7TH DIVISION
34881,80-16-068452,7TH DIVISION
34882,80-16-068496,3RD DIVISION
34883,80-16-068429,5TH DIVISION
34884,80-16-068484,4TH DIVISION
34885,80-16-044867,2ND DIVISION
34886,80-16-034975,4TH DIVISION
34887,80-16-038223,3RD DIVISION
34888,80-16-048102,2ND DIVISION
34889,80-16-064237,1ST DIVISION
34890,80-16-068502,4TH DIVISION
34891,80-16-068521,5TH DIVISION
